college,branch,YEAR,GOPEN,LOPEN,GOBC,LOBC,GSC,LSC,GST,LST,GVJDT,LVJDT,GNTB,LNTB,GNTC,LNTC,GNTD,LNTD,P,D
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Information Technology[First Shift],2018,44,2,101,85,787,0,659,0,0,0,0,0,0,752,0,0,0,0
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Computer Engineering[First Shift],2015,117,135,221,279,415,936,4990,0,0,0,0,0,0,0,3631,0,0,0
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Computer Engineering[First Shift],2016,74,103,562,752,1950,2364,5748,0,0,0,0,0,0,0,117,0,0,885
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Computer Engineering[First Shift],2017,117,135,221,279,415,936,4990,0,0,0,0,0,0,0,3631,0,0,2084
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Computer Engineering[First Shift],2018,174,166,212,199,1433,0,0,16152,0,0,0,0,0,0,1161,0,0,0
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Electronics and Telecommunication Engg[First Shift],2015,68,38,83,123,684,0,5264,0,0,0,178,0,0,0,0,3757,0,415
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Electronics and Telecommunication Engg[First Shift],2016,68,38,83,123,684,0,5264,0,0,0,178,0,0,0,0,3757,0,415
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Electronics and Telecommunication Engg[First Shift],2017,140,373,180,585,1254,1287,0,15220,3337,0,0,0,3697,0,0,0,0,27899
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Electronics and Telecommunication Engg[First Shift],2018,68,54,76,103,1741,0,23576,0,0,0,3885,0,0,3786,0,0,2617,462
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Electrical Engineering[First Shift],2015,141,36,235,146,194,0,958,0,0,2732,0,0,0,0,0,0,0,1028
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Electrical Engineering[First Shift],2016,141,36,235,146,194,0,958,0,0,2732,0,0,0,0,0,0,0,1028
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Electrical Engineering[First Shift],2017,103,195,207,0,644,1445,2613,0,0,0,0,0,0,0,498,0,13443,365
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Electrical Engineering[First Shift],2018,208,140,288,214,0,999,2510,0,0,0,0,0,0,0,2208,0,11379,0
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Mechanical Engineering[First Shift],2015,81,231,121,927,386,0,3846,0,0,0,0,0,215,0,0,0,320,0
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Mechanical Engineering[First Shift],2016,128,40,184,339,546,1444,0,0,2269,0,0,0,0,0,0,0,0,0
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Mechanical Engineering[First Shift],2017,81,231,121,927,386,0,3846,0,0,0,0,0,215,0,0,0,320,0
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Mechanical Engineering[First Shift],2018,33,155,87,0,260,2053,1581,0,0,0,0,0,0,2355,0,0,8398,1246
"Government College of Engineering, Karad",Civil Engineering[First Shift],2015,505,606,846,3965,1890,10954,0,0,0,0,863,0,0,0,1216,0,13906,2416
"Government College of Engineering, Karad",Civil Engineering[First Shift],2016,233,351,443,0,689,0,0,27168,0,0,1064,0,0,0,1265,0,16414,1794
"Government College of Engineering, Karad",Civil Engineering[First Shift],2017,322,204,396,371,593,0,10495,0,0,0,0,1587,0,0,3367,0,0,0
"Government College of Engineering, Karad",Civil Engineering[First Shift],2018,306,310,352,503,1456,3658,0,0,0,0,0,0,0,0,0,0,20301,6636
"Government College of Engineering, Karad",Information Technology[First Shift],2015,2426,2469,3724,2900,3576,0,0,8511,16640,0,9751,0,5567,0,0,0,30200,0
"Government College of Engineering, Karad",Information Technology[First Shift],2016,2779,1386,2583,2375,6336,0,0,55422,0,0,4467,0,4674,0,0,0,0,0
"Government College of Engineering, Karad",Information Technology[First Shift],2017,1828,1395,3573,2453,8951,3416,23466,0,0,0,0,0,0,0,0,0,43476,10490
"Government College of Engineering, Karad",Information Technology[First Shift],2018,2213,1847,2872,3734,9451,0,12049,0,0,0,5573,0,0,0,0,23727,0,0
"Government College of Engineering, Karad",Electrical Engineering[First Shift],2015,886,706,1030,1126,955,0,14397,0,3900,0,0,0,2519,0,0,0,0,2694
"Government College of Engineering, Karad",Electrical Engineering[First Shift],2016,586,418,762,665,2789,0,33845,27708,0,0,0,0,0,0,0,13648,0,6071
"Government College of Engineering, Karad",Electrical Engineering[First Shift],2017,440,324,793,896,1265,761,10777,0,10701,0,0,0,0,0,0,0,15315,2728
"Government College of Engineering, Karad",Electrical Engineering[First Shift],2018,497,213,1047,681,1370,2302,13096,0,0,0,0,0,0,0,0,0,11298,5943
"Government College of Engineering, Karad",Electronics and Telecommunication Engg[First Shift],2015,360,195,959,775,1625,0,27117,0,4485,0,0,0,897,0,0,0,0,2485
"Government College of Engineering, Karad",Electronics and Telecommunication Engg[First Shift],2016,440,190,1057,0,1744,1455,33030,30844,0,0,0,0,950,0,0,0,4796,1592
"Government College of Engineering, Karad",Electronics and Telecommunication Engg[First Shift],2017,548,404,2169,1219,7570,0,53850,0,0,0,0,0,0,0,0,0,13774,0
"Government College of Engineering, Karad",Electronics and Telecommunication Engg[First Shift],2018,873,350,2194,1378,6653,1435,0,16931,0,0,1996,0,10329,0,0,0,0,0
"Government College of Engineering, Karad",Mechanical Engineering[First Shift],2015,1001,696,371,0,1757,13159,14397,0,0,0,865,0,0,0,0,0,5842,2926
"Government College of Engineering, Karad",Mechanical Engineering[First Shift],2016,389,652,513,691,1082,0,9212,0,0,0,0,6528,0,0,1033,0,4000,0
"Government College of Engineering, Karad",Mechanical Engineering[First Shift],2017,339,253,444,2132,750,7165,7958,0,0,0,0,0,0,0,0,0,5045,2691
"Government College of Engineering, Karad",Mechanical Engineering[First Shift],2018,209,766,287,1509,1737,0,12262,0,0,0,0,0,0,0,0,0,0,6680
