ALGMN,Diploma,SSC
16389,78.00,81.20
16390,78.00,81.09
16391,78.00,80.91
16392,78.00,80.46
16393,78.00,80.36
16394,78.00,80.18
16395,78.00,80.00
16396,78.00,79.82
16397,78.00,79.82
16398,78.00,79.64
16399,78.00,79.60
16400,78.00,79.60
16401,78.00,79.45
16402,78.00,79.40
16403,78.00,79.40
16404,78.00,79.09
16405,78.00,79.09
16406,78.00,79.00
16407,78.00,79.00
16408,78.00,78.91
16409,78.00,78.91
16410,78.00,78.91
16411,78.00,77.82
16412,78.00,77.64
16413,78.00,77.63
16414,78.00,77.60
16415,78.00,76.91
16416,78.00,76.40
16417,78.00,76.36
16418,78.00,76.18
16419,78.00,75.64
16420,78.00,75.45
16421,78.00,75.40
16422,78.00,75.09
16423,78.00,75.09
16424,78.00,75.08
16425,78.00,75.00
16426,78.00,74.36
16427,78.00,74.20
16428,78.00,74.20
16429,78.00,73.80
16430,78.00,73.64
16431,78.00,73.64
16432,78.00,73.40
16433,78.00,72.55
16434,78.00,72.00
16435,78.00,72.00
16436,78.00,71.60
16437,78.00,71.40
16438,78.00,70.73
16439,78.00,70.67
16440,78.00,69.60
16441,78.00,69.20
16442,78.00,68.80
16443,78.00,68.40
16444,78.00,68.31
16445,78.00,68.18
16446,78.00,68.00
16447,78.00,67.80
16448,78.00,67.45
16449,78.00,66.20
16450,78.00,66.00
16451,78.00,64.60
16452,78.00,63.82
16453,78.00,63.67
16454,78.00,56.40
16455,78.00,54.91
16456,77.97,91.45
16457,77.94,91.27
16458,77.94,91.09
16459,77.94,91.00
16460,77.94,90.80
16461,77.94,90.55
16462,77.94,90.20
16463,77.94,89.64
16464,77.94,88.73
16465,77.94,88.36
16466,77.94,87.82
16467,77.94,87.80
16468,77.94,87.64
16469,77.94,87.09
16470,77.94,87.00
16471,77.94,86.91
16472,77.94,86.73
16473,77.94,86.60
16474,77.94,86.60
16475,77.94,86.55
16476,77.94,86.55
16477,77.94,86.18
16478,77.94,86.18
16479,77.94,85.82
16480,77.94,85.64
16481,77.94,85.45
16482,77.94,85.40
16483,77.94,85.09
16484,77.94,84.80
16485,77.94,84.73
16486,77.94,84.40
16487,77.94,84.20
16488,77.94,83.82
16489,77.94,83.80
16490,77.94,83.45
16491,77.94,83.20
16492,77.94,83.20
16493,77.94,83.09
16494,77.94,83.00
16495,77.94,83.00
16496,77.94,83.00
16497,77.94,82.91
16498,77.94,82.73
16499,77.94,82.40
16500,77.94,82.18
16501,77.94,81.82
16502,77.94,81.82
16503,77.94,81.80
16504,77.94,81.64
16505,77.94,81.60
16506,77.94,81.09
16507,77.94,81.00
16508,77.94,80.60
16509,77.94,80.60
16510,77.94,80.40
16511,77.94,80.18
16512,77.94,80.18
16513,77.94,80.00
16514,77.94,79.83
16515,77.94,79.80
16516,77.94,79.80
16517,77.94,79.80
16518,77.94,79.40
16519,77.94,79.20
16520,77.94,79.09
16521,77.94,78.91
16522,77.94,78.73
16523,77.94,78.73
16524,77.94,78.60
16525,77.94,78.40
16526,77.94,78.36
16527,77.94,78.36
16528,77.94,77.82
16529,77.94,77.82
16530,77.94,77.00
16531,77.94,76.80
16532,77.94,76.80
16533,77.94,76.60
16534,77.94,76.36
16535,77.94,76.20
16536,77.94,75.82
16537,77.94,75.80
16538,77.94,75.60
16539,77.94,75.40
16540,77.94,75.27
16541,77.94,75.20
16542,77.94,75.20
16543,77.94,75.00
16544,77.94,74.18
16545,77.94,73.80
16546,77.94,73.64
16547,77.94,72.91
16548,77.94,72.91
16549,77.94,72.80
16550,77.94,72.55
16551,77.94,72.40
16552,77.94,72.36
16553,77.94,72.20
16554,77.94,72.18
16555,77.94,71.45
16556,77.94,71.40
16557,77.94,71.27
16558,77.94,71.09
16559,77.94,70.80
16560,77.94,70.55
16561,77.94,70.40
16562,77.94,70.36
16563,77.94,70.00
16564,77.94,70.00
16565,77.94,69.80
16566,77.94,69.45
16567,77.94,69.00
16568,77.94,68.20
16569,77.94,68.18
16570,77.94,68.00
16571,77.94,67.60
16572,77.94,67.40
16573,77.94,67.40
16574,77.94,66.55
16575,77.94,66.20
16576,77.94,65.82
16577,77.94,64.91
16578,77.94,64.60
16579,77.94,63.45
16580,77.94,62.92
16581,77.94,62.00
16582,77.94,56.36
16583,77.92,88.60
16584,77.92,88.36
16585,77.92,86.00
16586,77.92,83.00
16587,77.92,76.18
16588,77.90,86.00
16589,77.90,82.91
16590,77.89,70.40
16591,77.89,69.20
16592,77.88,95.27
16593,77.88,92.36
16594,77.88,91.00
16595,77.88,90.91
16596,77.88,90.40
16597,77.88,90.40
16598,77.88,90.36
16599,77.88,89.64
16600,77.88,89.27
16601,77.88,89.20
16602,77.88,89.09
16603,77.88,88.36
16604,77.88,88.36
16605,77.88,88.18
16606,77.88,88.00
16607,77.88,88.00
16608,77.88,87.40
16609,77.88,87.09
16610,77.88,87.00
16611,77.88,86.91
16612,77.88,86.80
16613,77.88,86.55
16614,77.88,86.36
16615,77.88,85.82
16616,77.88,85.64
16617,77.88,85.27
16618,77.88,85.27
16619,77.88,85.20
16620,77.88,85.00
16621,77.88,84.91
16622,77.88,84.91
16623,77.88,84.91
16624,77.88,84.80
16625,77.88,84.80
16626,77.88,84.73
16627,77.88,84.60
16628,77.88,84.55
16629,77.88,84.36
16630,77.88,84.20
16631,77.88,84.00
16632,77.88,84.00
16633,77.88,84.00
16634,77.88,83.80
16635,77.88,83.64
16636,77.88,83.45
16637,77.88,83.27
16638,77.88,83.20
16639,77.88,83.09
16640,77.88,83.09
16641,77.88,82.80
16642,77.88,82.80
16643,77.88,82.73
16644,77.88,82.60
16645,77.88,82.60
16646,77.88,82.55
16647,77.88,82.40
16648,77.88,82.40
16649,77.88,82.20
16650,77.88,82.20
16651,77.88,82.18
16652,77.88,82.18
16653,77.88,82.00
16654,77.88,81.82
16655,77.88,81.64
16656,77.88,81.64
16657,77.88,81.60
16658,77.88,81.45
16659,77.88,81.27
16660,77.88,81.27
16661,77.88,81.09
16662,77.88,80.60
16663,77.88,80.60
16664,77.88,80.40
16665,77.88,80.36
16666,77.88,80.20
16667,77.88,80.20
16668,77.88,80.18
16669,77.88,80.00
16670,77.88,80.00
16671,77.88,79.82
16672,77.88,79.80
16673,77.88,79.64
16674,77.88,78.91
16675,77.88,78.77
16676,77.88,78.40
16677,77.88,78.36
16678,77.88,77.80
16679,77.88,77.60
16680,77.88,77.45
16681,77.88,77.20
16682,77.88,77.00
16683,77.88,76.80
16684,77.88,76.73
16685,77.88,76.40
16686,77.88,76.36
16687,77.88,76.36
16688,77.88,76.00
16689,77.88,75.60
16690,77.88,75.60
16691,77.88,75.54
16692,77.88,75.40
16693,77.88,75.40
16694,77.88,75.27
16695,77.88,75.27
16696,77.88,75.09
16697,77.88,75.00
16698,77.88,74.00
16699,77.88,73.82
16700,77.88,73.64
16701,77.88,73.27
16702,77.88,73.20
16703,77.88,72.80
16704,77.88,72.80
16705,77.88,72.43
16706,77.88,72.36
16707,77.88,72.00
16708,77.88,71.64
16709,77.88,70.80
16710,77.88,70.73
16711,77.88,70.18
16712,77.88,69.60
16713,77.88,69.20
16714,77.88,68.36
16715,77.88,67.09
16716,77.88,66.40
16717,77.88,65.00
16718,77.88,64.36
16719,77.88,61.20
16720,77.88,60.80
16721,77.88,60.60
16722,77.88,60.60
16723,77.88,60.40
16724,77.88,60.18
16725,77.88,59.09
16726,77.88,56.62
16727,77.88,55.00
16728,77.87,61.82
16729,77.86,86.60
16730,77.86,81.27
16731,77.84,88.20
16732,77.84,86.73
16733,77.84,85.80
16734,77.83,86.91
16735,77.83,85.40
16736,77.83,83.82
16737,77.83,78.91
16738,77.83,76.55
16739,77.83,58.60
16740,77.83,52.40
16741,77.82,95.27
16742,77.82,92.18
16743,77.82,92.00
16744,77.82,91.80
16745,77.82,90.36
16746,77.82,89.82
16747,77.82,89.82
16748,77.82,89.45
16749,77.82,89.40
16750,77.82,89.27
16751,77.82,89.27
16752,77.82,88.73
16753,77.82,88.18
16754,77.82,88.18
16755,77.82,87.64
16756,77.82,87.60
16757,77.82,87.40
16758,77.82,87.00
16759,77.82,86.80
16760,77.82,86.40
16761,77.82,85.82
16762,77.82,85.45
16763,77.82,84.55
16764,77.82,84.18
16765,77.82,84.00
16766,77.82,83.82
16767,77.82,83.82
16768,77.82,83.82
16769,77.82,83.45
16770,77.82,83.27
16771,77.82,83.09
16772,77.82,83.08
16773,77.82,82.73
16774,77.82,82.40
16775,77.82,82.36
16776,77.82,82.20
16777,77.82,82.20
16778,77.82,82.18
16779,77.82,82.00
16780,77.82,82.00
16781,77.82,81.80
16782,77.82,81.64
16783,77.82,81.40
16784,77.82,81.27
16785,77.82,81.20
16786,77.82,80.73
16787,77.82,80.73
16788,77.82,80.60
16789,77.82,80.60
16790,77.82,80.20
16791,77.82,80.20
16792,77.82,80.00
16793,77.82,80.00
16794,77.82,79.82
16795,77.82,79.80
16796,77.82,79.64
16797,77.82,79.60
16798,77.82,79.45
16799,77.82,79.00
16800,77.82,78.91
16801,77.82,78.73
16802,77.82,78.40
16803,77.82,78.00
16804,77.82,78.00
16805,77.82,78.00
16806,77.82,77.82
16807,77.82,77.60
16808,77.82,77.45
16809,77.82,77.00
16810,77.82,76.55
16811,77.82,76.40
16812,77.82,76.40
16813,77.82,76.40
16814,77.82,76.36
16815,77.82,76.18
16816,77.82,76.00
16817,77.82,75.82
16818,77.82,75.80
16819,77.82,75.64
16820,77.82,75.60
16821,77.82,75.40
16822,77.82,75.40
16823,77.82,75.27
16824,77.82,74.36
16825,77.82,74.18
16826,77.82,74.18
16827,77.82,74.00
16828,77.82,73.80
16829,77.82,73.60
16830,77.82,73.60
16831,77.82,72.91
16832,77.82,72.40
16833,77.82,72.18
16834,77.82,71.82
16835,77.82,71.80
16836,77.82,71.64
16837,77.82,70.91
16838,77.82,70.73
16839,77.82,70.18
16840,77.82,70.18
16841,77.82,68.55
16842,77.82,67.40
16843,77.82,66.80
16844,77.82,66.80
16845,77.82,66.73
16846,77.82,65.80
16847,77.82,64.60
16848,77.82,63.45
16849,77.82,63.20
16850,77.82,63.07
16851,77.82,62.60
16852,77.82,61.80
16853,77.82,60.92
16854,77.82,47.38
16855,77.81,90.60
16856,77.81,88.91
16857,77.81,87.40
16858,77.81,86.40
16859,77.81,84.91
16860,77.81,84.91
16861,77.81,84.40
16862,77.81,83.80
16863,77.81,80.00
16864,77.81,79.40
16865,77.81,78.31
16866,77.81,77.45
16867,77.81,74.40
16868,77.81,74.00
16869,77.81,73.00
16870,77.81,65.27
16871,77.81,61.40
16872,77.80,93.45
16873,77.80,89.20
16874,77.80,83.17
16875,77.80,82.40
16876,77.77,86.00
16877,77.77,61.50
16878,77.76,93.80
16879,77.76,92.91
16880,77.76,91.64
16881,77.76,91.27
16882,77.76,90.18
16883,77.76,88.60
16884,77.76,88.18
16885,77.76,87.82
16886,77.76,87.09
16887,77.76,86.80
16888,77.76,86.55
16889,77.76,86.40
16890,77.76,86.20
16891,77.76,86.00
16892,77.76,86.00
16893,77.76,86.00
16894,77.76,85.80
16895,77.76,85.80
16896,77.76,85.64
16897,77.76,85.45
16898,77.76,85.45
16899,77.76,85.40
16900,77.76,85.20
16901,77.76,85.00
16902,77.76,84.80
16903,77.76,84.60
16904,77.76,84.55
16905,77.76,84.18
16906,77.76,84.18
16907,77.76,83.60
16908,77.76,83.60
16909,77.76,83.45
16910,77.76,83.40
16911,77.76,83.40
16912,77.76,83.27
16913,77.76,82.80
16914,77.76,82.73
16915,77.76,82.73
16916,77.76,82.55
16917,77.76,82.00
16918,77.76,81.64
16919,77.76,81.45
16920,77.76,81.40
16921,77.76,81.27
16922,77.76,81.27
16923,77.76,81.20
16924,77.76,81.20
16925,77.76,80.55
16926,77.76,80.55
16927,77.76,80.55
16928,77.76,80.55
16929,77.76,80.40
16930,77.76,80.36
16931,77.76,80.00
16932,77.76,79.64
16933,77.76,79.45
16934,77.76,79.09
16935,77.76,79.09
16936,77.76,79.00
16937,77.76,78.91
16938,77.76,78.73
16939,77.76,78.60
16940,77.76,78.40
16941,77.76,78.40
16942,77.76,78.36
16943,77.76,78.36
16944,77.76,78.36
16945,77.76,78.36
16946,77.76,77.60
16947,77.76,77.60
16948,77.76,77.40
16949,77.76,77.40
16950,77.76,77.40
16951,77.76,77.20
16952,77.76,77.20
16953,77.76,76.60
16954,77.76,76.60
16955,77.76,76.20
16956,77.76,76.00
16957,77.76,75.82
16958,77.76,75.60
16959,77.76,75.45
16960,77.76,75.45
16961,77.76,75.40
16962,77.76,75.27
16963,77.76,75.27
16964,77.76,75.27
16965,77.76,75.09
16966,77.76,75.00
16967,77.76,74.80
16968,77.76,74.20
16969,77.76,73.82
16970,77.76,73.82
16971,77.76,72.80
16972,77.76,71.82
16973,77.76,71.64
16974,77.76,71.45
16975,77.76,71.45
16976,77.76,71.38
16977,77.76,70.60
16978,77.76,70.55
16979,77.76,70.36
16980,77.76,70.18
16981,77.76,69.82
16982,77.76,69.82
16983,77.76,69.45
16984,77.76,68.73
16985,77.76,68.40
16986,77.76,66.60
16987,77.76,66.18
16988,77.76,65.82
16989,77.76,65.64
16990,77.76,65.60
16991,77.76,65.00
16992,77.76,64.83
16993,77.76,64.00
16994,77.76,62.73
16995,77.76,62.33
16996,77.76,61.69
16997,77.76,61.20
16998,77.76,53.20
16999,77.76,52.62
17000,77.76,50.17
17001,77.76,48.00
17002,77.75,95.09
17003,77.75,90.55
17004,77.75,89.27
17005,77.75,88.00
17006,77.75,86.91
17007,77.75,86.73
17008,77.75,85.82
17009,77.75,83.60
17010,77.75,82.18
17011,77.75,82.00
17012,77.75,81.80
17013,77.75,81.64
17014,77.75,81.09
17015,77.75,80.00
17016,77.75,79.64
17017,77.75,79.60
17018,77.75,77.27
17019,77.75,76.60
17020,77.75,76.40
17021,77.75,73.00
17022,77.75,71.60
17023,77.75,66.55
17024,77.75,66.36
17025,77.74,89.60
17026,77.74,87.64
17027,77.74,68.80
17028,77.73,89.09
17029,77.73,63.54
17030,77.71,92.18
17031,77.71,90.40
17032,77.71,90.20
17033,77.71,90.00
17034,77.71,89.40
17035,77.71,89.20
17036,77.71,88.36
17037,77.71,87.82
17038,77.71,87.80
17039,77.71,87.00
17040,77.71,86.91
17041,77.71,86.40
17042,77.71,86.36
17043,77.71,85.80
17044,77.71,85.60
17045,77.71,85.45
17046,77.71,85.27
17047,77.71,84.91
17048,77.71,84.91
17049,77.71,84.40
17050,77.71,84.36
17051,77.71,83.82
17052,77.71,83.82
17053,77.71,83.20
17054,77.71,82.91
17055,77.71,82.73
17056,77.71,82.55
17057,77.71,82.55
17058,77.71,82.00
17059,77.71,82.00
17060,77.71,82.00
17061,77.71,81.80
17062,77.71,81.45
17063,77.71,81.45
17064,77.71,81.09
17065,77.71,80.80
17066,77.71,80.73
17067,77.71,80.20
17068,77.71,79.80
17069,77.71,79.45
17070,77.71,79.20
17071,77.71,79.20
17072,77.71,78.80
17073,77.71,78.60
17074,77.71,78.00
17075,77.71,77.80
17076,77.71,77.00
17077,77.71,76.55
17078,77.71,76.36
17079,77.71,76.20
17080,77.71,76.20
17081,77.71,76.00
17082,77.71,76.00
17083,77.71,75.45
17084,77.71,75.20
17085,77.71,74.18
17086,77.71,73.82
17087,77.71,73.80
17088,77.71,73.45
17089,77.71,73.40
17090,77.71,72.91
17091,77.71,71.60
17092,77.71,71.20
17093,77.71,70.91
17094,77.71,70.73
17095,77.71,70.20
17096,77.71,69.00
17097,77.71,68.40
17098,77.71,68.00
17099,77.71,67.27
17100,77.71,66.40
17101,77.71,63.80
17102,77.70,95.27
17103,77.70,89.80
17104,77.70,89.09
17105,77.70,88.91
17106,77.70,88.73
17107,77.70,87.80
17108,77.70,87.45
17109,77.70,86.73
17110,77.70,86.60
17111,77.70,86.18
17112,77.70,85.45
17113,77.70,85.27
17114,77.70,84.00
17115,77.70,84.00
17116,77.70,82.91
17117,77.70,82.00
17118,77.70,81.40
17119,77.70,80.92
17120,77.70,80.91
17121,77.70,80.80
17122,77.70,80.36
17123,77.70,80.00
17124,77.70,79.82
17125,77.70,79.80
17126,77.70,79.64
17127,77.70,78.60
17128,77.70,77.20
17129,77.70,77.09
17130,77.70,76.91
17131,77.70,76.55
17132,77.70,75.80
17133,77.70,74.80
17134,77.70,72.55
17135,77.70,72.55
17136,77.70,72.00
17137,77.70,71.64
17138,77.70,71.40
17139,77.70,70.80
17140,77.70,64.60
17141,77.70,61.64
17142,77.70,61.60
17143,77.70,54.15
17144,77.69,91.45
17145,77.69,91.45
17146,77.69,90.55
17147,77.69,89.60
17148,77.69,89.45
17149,77.69,87.85
17150,77.69,87.27
17151,77.69,87.09
17152,77.69,86.92
17153,77.69,86.55
17154,77.69,86.20
17155,77.69,85.08
17156,77.69,84.40
17157,77.69,81.64
17158,77.69,81.00
17159,77.69,81.00
17160,77.69,80.55
17161,77.69,79.82
17162,77.69,79.60
17163,77.69,79.09
17164,77.69,79.00
17165,77.69,78.80
17166,77.69,78.73
17167,77.69,78.55
17168,77.69,78.00
17169,77.69,73.80
17170,77.69,72.60
17171,77.69,71.27
17172,77.69,66.80
17173,77.69,65.40
17174,77.68,86.60
17175,77.67,60.55
17176,77.66,90.73
17177,77.66,88.40
17178,77.66,72.18
17179,77.65,95.82
17180,77.65,94.55
17181,77.65,93.27
17182,77.65,92.80
17183,77.65,90.36
17184,77.65,90.20
17185,77.65,90.18
17186,77.65,89.82
17187,77.65,89.45
17188,77.65,89.09
17189,77.65,88.55
17190,77.65,88.36
17191,77.65,88.18
17192,77.65,87.82
17193,77.65,86.73
17194,77.65,86.73
17195,77.65,86.55
17196,77.65,86.40
17197,77.65,86.36
17198,77.65,86.36
17199,77.65,86.18
17200,77.65,86.00
17201,77.65,86.00
17202,77.65,85.20
17203,77.65,84.91
17204,77.65,84.91
17205,77.65,84.80
17206,77.65,84.73
17207,77.65,84.36
17208,77.65,84.18
17209,77.65,84.18
17210,77.65,84.00
17211,77.65,84.00
17212,77.65,83.09
17213,77.65,82.80
17214,77.65,82.80
17215,77.65,82.55
17216,77.65,82.40
17217,77.65,82.36
17218,77.65,82.18
17219,77.65,81.64
17220,77.65,81.40
17221,77.65,80.80
17222,77.65,80.40
17223,77.65,80.20
17224,77.65,80.00
17225,77.65,80.00
17226,77.65,79.82
17227,77.65,79.60
17228,77.65,79.27
17229,77.65,79.27
17230,77.65,79.09
17231,77.65,78.18
17232,77.65,77.80
17233,77.65,77.64
17234,77.65,77.45
17235,77.65,77.45
17236,77.65,75.20
17237,77.65,74.55
17238,77.65,72.18
17239,77.65,70.73
17240,77.65,70.60
17241,77.65,68.55
17242,77.65,68.40
17243,77.65,66.00
17244,77.65,65.40
17245,77.65,65.20
17246,77.65,65.00
17247,77.65,64.91
17248,77.65,63.64
17249,77.65,63.09
17250,77.64,88.73
17251,77.64,87.82
17252,77.64,87.45
17253,77.64,86.18
17254,77.64,86.00
17255,77.64,86.00
17256,77.64,85.60
17257,77.64,84.20
17258,77.64,83.82
17259,77.64,83.40
17260,77.64,82.80
17261,77.64,81.80
17262,77.64,80.80
17263,77.64,79.82
17264,77.64,79.09
17265,77.64,79.08
17266,77.64,78.40
17267,77.64,77.64
17268,77.64,77.60
17269,77.64,76.00
17270,77.64,75.45
17271,77.64,75.45
17272,77.64,75.45
17273,77.64,75.20
17274,77.64,70.20
17275,77.64,70.00
17276,77.64,69.85
17277,77.64,69.82
17278,77.64,66.80
17279,77.64,66.60
17280,77.64,65.60
17281,77.64,64.40
17282,77.63,94.36
17283,77.63,92.00
17284,77.63,91.09
17285,77.63,88.73
17286,77.63,88.40
17287,77.63,87.82
17288,77.63,86.00
17289,77.63,85.60
17290,77.63,85.40
17291,77.63,84.36
17292,77.63,84.00
17293,77.63,83.45
17294,77.63,83.27
17295,77.63,81.82
17296,77.63,80.00
17297,77.63,79.60
17298,77.63,75.80
17299,77.63,75.20
17300,77.63,74.55
17301,77.63,74.40
17302,77.63,73.00
17303,77.63,72.60
17304,77.63,68.73
17305,77.63,62.60
17306,77.63,53.54
17307,77.61,79.82
17308,77.60,90.36
17309,77.60,85.82
17310,77.60,84.36
17311,77.60,82.00
17312,77.60,81.69
17313,77.60,79.27
17314,77.60,71.60
17315,77.59,93.64
17316,77.59,91.45
17317,77.59,89.64
17318,77.59,89.64
17319,77.59,89.60
17320,77.59,89.60
17321,77.59,88.91
17322,77.59,88.80
17323,77.59,88.55
17324,77.59,88.20
17325,77.59,87.64
17326,77.59,87.20
17327,77.59,87.00
17328,77.59,86.91
17329,77.59,86.80
17330,77.59,86.36
17331,77.59,86.20
17332,77.59,86.18
17333,77.59,86.18
17334,77.59,85.20
17335,77.59,84.91
17336,77.59,84.91
17337,77.59,84.91
17338,77.59,84.55
17339,77.59,84.36
17340,77.59,84.20
17341,77.59,84.18
17342,77.59,84.00
17343,77.59,84.00
17344,77.59,83.82
17345,77.59,83.80
17346,77.59,83.60
17347,77.59,83.20
17348,77.59,82.91
17349,77.59,82.91
17350,77.59,82.80
17351,77.59,82.60
17352,77.59,82.55
17353,77.59,82.55
17354,77.59,82.00
17355,77.59,81.82
17356,77.59,81.80
17357,77.59,81.45
17358,77.59,81.27
17359,77.59,81.09
17360,77.59,80.91
17361,77.59,80.60
17362,77.59,79.82
17363,77.59,79.82
17364,77.59,79.82
17365,77.59,79.40
17366,77.59,78.91
17367,77.59,78.91
17368,77.59,78.60
17369,77.59,77.80
17370,77.59,77.54
17371,77.59,77.27
17372,77.59,77.20
17373,77.59,76.55
17374,77.59,76.36
17375,77.59,76.18
17376,77.59,74.91
17377,77.59,74.36
17378,77.59,74.18
17379,77.59,74.00
17380,77.59,73.82
17381,77.59,73.82
17382,77.59,73.60
17383,77.59,72.18
17384,77.59,70.60
17385,77.59,70.00
17386,77.59,70.00
17387,77.59,69.82
17388,77.59,69.60
17389,77.59,67.80
17390,77.59,67.80
17391,77.59,66.60
17392,77.59,66.20
17393,77.59,65.80
17394,77.59,65.60
17395,77.59,60.20
17396,77.58,93.09
17397,77.58,88.00
17398,77.58,85.00
17399,77.58,84.40
17400,77.58,84.40
17401,77.58,84.20
17402,77.58,83.45
17403,77.58,83.45
17404,77.58,83.00
17405,77.58,83.00
17406,77.58,82.40
17407,77.58,82.20
17408,77.58,81.82
17409,77.58,81.60
17410,77.58,80.80
17411,77.58,79.82
17412,77.58,79.82
17413,77.58,79.64
17414,77.58,79.09
17415,77.58,79.00
17416,77.58,78.36
17417,77.58,78.15
17418,77.58,78.00
17419,77.58,78.00
17420,77.58,77.60
17421,77.58,77.60
17422,77.58,76.73
17423,77.58,75.45
17424,77.58,74.55
17425,77.58,73.60
17426,77.58,73.40
17427,77.58,73.20
17428,77.58,72.55
17429,77.58,71.82
17430,77.58,71.60
17431,77.58,70.73
17432,77.58,67.45
17433,77.58,62.36
17434,77.58,61.60
17435,77.56,91.60
17436,77.56,91.40
17437,77.56,91.00
17438,77.56,90.55
17439,77.56,90.40
17440,77.56,90.20
17441,77.56,89.82
17442,77.56,88.80
17443,77.56,87.40
17444,77.56,87.20
17445,77.56,85.60
17446,77.56,84.91
17447,77.56,83.45
17448,77.56,82.91
17449,77.56,82.60
17450,77.56,82.55
17451,77.56,80.80
17452,77.56,79.80
17453,77.56,77.09
17454,77.56,76.40
17455,77.56,76.18
17456,77.56,73.60
17457,77.56,73.45
17458,77.56,70.80
17459,77.56,70.60
17460,77.56,69.45
17461,77.56,68.40
17462,77.56,64.60
17463,77.55,95.27
17464,77.55,88.18
17465,77.54,87.09
17466,77.54,63.08
17467,77.53,91.27
17468,77.53,89.82
17469,77.53,89.45
17470,77.53,87.82
17471,77.53,87.82
17472,77.53,87.45
17473,77.53,86.80
17474,77.53,86.20
17475,77.53,86.18
17476,77.53,85.80
17477,77.53,85.45
17478,77.53,84.18
17479,77.53,84.00
17480,77.53,83.82
17481,77.53,83.64
17482,77.53,83.00
17483,77.53,82.91
17484,77.53,82.91
17485,77.53,82.80
17486,77.53,82.60
