ALGMN,Diploma,SSC
15118,78.53,83.64
15119,78.53,83.64
15120,78.53,83.45
15121,78.53,83.40
15122,78.53,82.91
15123,78.53,82.91
15124,78.53,82.00
15125,78.53,81.82
15126,78.53,81.54
15127,78.53,81.09
15128,78.53,80.60
15129,78.53,80.55
15130,78.53,80.20
15131,78.53,80.20
15132,78.53,80.18
15133,78.53,80.00
15134,78.53,78.73
15135,78.53,78.55
15136,78.53,78.55
15137,78.53,77.82
15138,78.53,77.82
15139,78.53,77.80
15140,78.53,77.80
15141,78.53,77.40
15142,78.53,77.20
15143,78.53,76.80
15144,78.53,76.60
15145,78.53,76.00
15146,78.53,75.27
15147,78.53,75.09
15148,78.53,74.91
15149,78.53,74.91
15150,78.53,74.80
15151,78.53,74.73
15152,78.53,74.55
15153,78.53,73.80
15154,78.53,72.40
15155,78.53,72.40
15156,78.53,72.00
15157,78.53,71.82
15158,78.53,71.45
15159,78.53,70.80
15160,78.53,69.40
15161,78.53,69.27
15162,78.53,68.80
15163,78.53,68.40
15164,78.53,67.82
15165,78.53,64.40
15166,78.53,60.00
15167,78.53,59.20
15168,78.53,58.80
15169,78.52,90.18
15170,78.52,88.55
15171,78.52,87.09
15172,78.52,82.60
15173,78.50,94.00
15174,78.50,89.64
15175,78.50,88.91
15176,78.50,88.55
15177,78.50,88.36
15178,78.50,87.45
15179,78.50,87.20
15180,78.50,87.09
15181,78.50,86.18
15182,78.50,86.00
15183,78.50,86.00
15184,78.50,85.27
15185,78.50,84.91
15186,78.50,84.60
15187,78.50,84.40
15188,78.50,83.60
15189,78.50,82.36
15190,78.50,81.80
15191,78.50,81.09
15192,78.50,80.20
15193,78.50,77.64
15194,78.50,76.91
15195,78.50,72.80
15196,78.50,72.20
15197,78.50,69.27
15198,78.50,66.18
15199,78.50,63.60
15200,78.50,60.36
15201,78.49,70.00
15202,78.48,90.00
15203,78.48,88.55
15204,78.48,87.82
15205,78.48,87.60
15206,78.48,87.27
15207,78.48,86.60
15208,78.48,86.55
15209,78.48,86.40
15210,78.48,86.00
15211,78.48,83.45
15212,78.48,83.00
15213,78.48,83.00
15214,78.48,82.73
15215,78.48,81.64
15216,78.48,80.60
15217,78.48,80.36
15218,78.48,79.82
15219,78.48,79.80
15220,78.48,78.91
15221,78.48,77.64
15222,78.48,77.00
15223,78.48,76.73
15224,78.48,76.60
15225,78.48,76.55
15226,78.48,76.55
15227,78.48,76.36
15228,78.48,76.20
15229,78.48,75.64
15230,78.48,75.45
15231,78.48,75.00
15232,78.48,74.40
15233,78.48,74.40
15234,78.48,73.20
15235,78.48,71.82
15236,78.48,71.80
15237,78.48,71.45
15238,78.48,70.18
15239,78.48,68.55
15240,78.48,66.80
15241,78.48,62.73
15242,78.48,59.23
15243,78.48,58.18
15244,78.48,53.00
15245,78.47,90.00
15246,78.47,89.64
15247,78.47,89.64
15248,78.47,89.64
15249,78.47,88.00
15250,78.47,87.40
15251,78.47,87.40
15252,78.47,87.40
15253,78.47,87.27
15254,78.47,87.20
15255,78.47,86.36
15256,78.47,86.18
15257,78.47,85.80
15258,78.47,85.64
15259,78.47,85.27
15260,78.47,85.27
15261,78.47,84.80
15262,78.47,84.55
15263,78.47,83.40
15264,78.47,83.40
15265,78.47,83.27
15266,78.47,83.27
15267,78.47,83.20
15268,78.47,82.60
15269,78.47,82.46
15270,78.47,81.64
15271,78.47,81.60
15272,78.47,81.40
15273,78.47,81.09
15274,78.47,80.73
15275,78.47,80.20
15276,78.47,80.18
15277,78.47,79.85
15278,78.47,79.60
15279,78.47,79.27
15280,78.47,79.27
15281,78.47,79.20
15282,78.47,78.60
15283,78.47,78.20
15284,78.47,77.80
15285,78.47,77.45
15286,78.47,77.40
15287,78.47,77.08
15288,78.47,76.91
15289,78.47,76.91
15290,78.47,76.80
15291,78.47,75.80
15292,78.47,75.40
15293,78.47,74.92
15294,78.47,74.55
15295,78.47,73.64
15296,78.47,73.40
15297,78.47,73.40
15298,78.47,71.09
15299,78.47,71.00
15300,78.47,70.18
15301,78.47,70.00
15302,78.47,68.18
15303,78.47,66.40
15304,78.47,65.80
15305,78.47,65.45
15306,78.47,63.40
15307,78.47,61.60
15308,78.47,60.83
15309,78.47,59.00
15310,78.47,58.00
15311,78.46,74.80
15312,78.46,55.08
15313,78.45,85.45
15314,78.45,81.64
15315,78.44,96.55
15316,78.44,95.82
15317,78.44,93.64
15318,78.44,90.73
15319,78.44,89.40
15320,78.44,86.73
15321,78.44,85.40
15322,78.44,84.73
15323,78.44,84.55
15324,78.44,84.40
15325,78.44,84.36
15326,78.44,84.00
15327,78.44,84.00
15328,78.44,83.60
15329,78.44,83.45
15330,78.44,83.27
15331,78.44,83.00
15332,78.44,82.36
15333,78.44,80.18
15334,78.44,80.00
15335,78.44,79.64
15336,78.44,79.60
15337,78.44,79.47
15338,78.44,77.09
15339,78.44,77.00
15340,78.44,76.60
15341,78.44,66.20
15342,78.44,66.18
15343,78.44,61.09
15344,78.44,60.00
15345,78.43,73.69
15346,78.42,90.00
15347,78.42,89.64
15348,78.42,88.91
15349,78.42,86.80
15350,78.42,84.91
15351,78.42,84.73
15352,78.42,84.00
15353,78.42,84.00
15354,78.42,83.64
15355,78.42,82.80
15356,78.42,82.73
15357,78.42,82.60
15358,78.42,82.36
15359,78.42,81.27
15360,78.42,81.20
15361,78.42,81.20
15362,78.42,81.09
15363,78.42,81.00
15364,78.42,80.20
15365,78.42,80.20
15366,78.42,79.64
15367,78.42,78.91
15368,78.42,78.91
15369,78.42,78.55
15370,78.42,77.20
15371,78.42,77.09
15372,78.42,76.91
15373,78.42,76.40
15374,78.42,75.60
15375,78.42,73.80
15376,78.42,72.00
15377,78.42,71.60
15378,78.42,70.91
15379,78.42,68.91
15380,78.42,68.40
15381,78.42,67.45
15382,78.42,61.38
15383,78.42,60.00
15384,78.41,93.27
15385,78.41,92.00
15386,78.41,91.40
15387,78.41,91.20
15388,78.41,90.60
15389,78.41,90.40
15390,78.41,90.36
15391,78.41,89.20
15392,78.41,88.73
15393,78.41,88.00
15394,78.41,88.00
15395,78.41,87.45
15396,78.41,87.20
15397,78.41,87.09
15398,78.41,87.00
15399,78.41,86.73
15400,78.41,86.36
15401,78.41,85.60
15402,78.41,85.09
15403,78.41,84.80
15404,78.41,84.00
15405,78.41,83.82
15406,78.41,83.82
15407,78.41,83.82
15408,78.41,83.45
15409,78.41,83.20
15410,78.41,83.09
15411,78.41,82.91
15412,78.41,82.36
15413,78.41,82.36
15414,78.41,82.20
15415,78.41,82.18
15416,78.41,81.45
15417,78.41,81.09
15418,78.41,81.09
15419,78.41,81.00
15420,78.41,80.91
15421,78.41,79.64
15422,78.41,79.64
15423,78.41,79.00
15424,78.41,78.91
15425,78.41,78.91
15426,78.41,78.36
15427,78.41,78.36
15428,78.41,78.20
15429,78.41,77.45
15430,78.41,77.40
15431,78.41,76.91
15432,78.41,76.73
15433,78.41,76.73
15434,78.41,76.60
15435,78.41,76.55
15436,78.41,75.60
15437,78.41,75.00
15438,78.41,74.55
15439,78.41,74.18
15440,78.41,73.09
15441,78.41,73.09
15442,78.41,72.00
15443,78.41,70.40
15444,78.41,70.18
15445,78.41,64.40
15446,78.41,63.60
15447,78.41,56.40
15448,78.41,49.07
15449,78.41,45.38
15450,78.40,89.40
15451,78.40,85.82
15452,78.40,84.73
15453,78.40,84.60
15454,78.40,83.64
15455,78.40,79.00
15456,78.40,77.27
15457,78.40,76.73
15458,78.40,71.27
15459,78.40,65.44
15460,78.38,95.27
15461,78.38,92.18
15462,78.38,91.27
15463,78.38,90.20
15464,78.38,89.09
15465,78.38,88.36
15466,78.38,88.20
15467,78.38,87.27
15468,78.38,86.80
15469,78.38,86.55
15470,78.38,86.18
15471,78.38,84.73
15472,78.38,84.20
15473,78.38,84.20
15474,78.38,84.20
15475,78.38,84.18
15476,78.38,82.20
15477,78.38,82.00
15478,78.38,79.80
15479,78.38,77.82
15480,78.38,77.09
15481,78.38,74.36
15482,78.38,74.00
15483,78.38,74.00
15484,78.38,73.60
15485,78.38,73.60
15486,78.38,73.00
15487,78.38,72.80
15488,78.38,72.60
15489,78.38,72.00
15490,78.38,70.36
15491,78.38,69.20
15492,78.38,62.46
15493,78.38,56.73
15494,78.37,91.82
15495,78.36,90.18
15496,78.36,90.00
15497,78.36,89.64
15498,78.36,89.60
15499,78.36,88.55
15500,78.36,88.40
15501,78.36,88.00
15502,78.36,87.64
15503,78.36,86.60
15504,78.36,85.60
15505,78.36,85.00
15506,78.36,83.80
15507,78.36,83.60
15508,78.36,83.45
15509,78.36,82.80
15510,78.36,82.20
15511,78.36,82.18
15512,78.36,81.20
15513,78.36,81.09
15514,78.36,78.55
15515,78.36,77.64
15516,78.36,75.64
15517,78.36,74.40
15518,78.36,72.36
15519,78.36,72.00
15520,78.36,71.27
15521,78.36,70.55
15522,78.36,68.73
15523,78.36,68.20
15524,78.36,67.09
15525,78.36,66.80
15526,78.36,66.80
15527,78.36,65.64
15528,78.36,62.73
15529,78.36,52.20
15530,78.35,93.09
15531,78.35,91.27
15532,78.35,90.91
15533,78.35,90.80
15534,78.35,89.27
15535,78.35,89.27
15536,78.35,88.00
15537,78.35,86.80
15538,78.35,86.00
15539,78.35,85.80
15540,78.35,85.64
15541,78.35,85.45
15542,78.35,85.27
15543,78.35,85.27
15544,78.35,85.09
15545,78.35,84.91
15546,78.35,84.55
15547,78.35,84.20
15548,78.35,83.82
15549,78.35,83.82
15550,78.35,83.80
15551,78.35,83.45
15552,78.35,83.40
15553,78.35,82.73
15554,78.35,82.60
15555,78.35,82.55
15556,78.35,82.40
15557,78.35,81.82
15558,78.35,81.80
15559,78.35,81.09
15560,78.35,81.09
15561,78.35,80.55
15562,78.35,80.36
15563,78.35,80.20
15564,78.35,79.27
15565,78.35,78.80
15566,78.35,78.60
15567,78.35,78.55
15568,78.35,78.40
15569,78.35,78.40
15570,78.35,78.20
15571,78.35,78.18
15572,78.35,77.80
15573,78.35,77.64
15574,78.35,77.60
15575,78.35,76.20
15576,78.35,76.18
15577,78.35,76.00
15578,78.35,76.00
15579,78.35,76.00
15580,78.35,75.45
15581,78.35,75.40
15582,78.35,75.00
15583,78.35,74.55
15584,78.35,74.40
15585,78.35,72.91
15586,78.35,70.00
15587,78.35,70.00
15588,78.35,67.45
15589,78.35,67.00
15590,78.35,66.73
15591,78.35,65.40
15592,78.35,62.55
15593,78.35,62.20
15594,78.35,61.82
15595,78.35,60.00
15596,78.34,84.00
15597,78.34,67.00
15598,78.33,86.73
15599,78.33,85.82
15600,78.33,73.69
15601,78.33,70.55
15602,78.33,66.62
15603,78.32,80.91
15604,78.32,78.40
15605,78.31,92.20
15606,78.31,90.36
15607,78.31,90.36
15608,78.31,89.64
15609,78.31,89.09
15610,78.31,88.73
15611,78.31,88.00
15612,78.31,86.20
15613,78.31,86.00
15614,78.31,85.00
15615,78.31,85.00
15616,78.31,84.00
15617,78.31,83.80
15618,78.31,82.40
15619,78.31,81.80
15620,78.31,81.60
15621,78.31,80.91
15622,78.31,80.55
15623,78.31,80.18
15624,78.31,80.18
15625,78.31,80.18
15626,78.31,80.18
15627,78.31,79.82
15628,78.31,78.91
15629,78.31,78.00
15630,78.31,77.00
15631,78.31,77.00
15632,78.31,76.60
15633,78.31,75.64
15634,78.31,75.27
15635,78.31,72.60
15636,78.31,71.20
15637,78.31,69.64
15638,78.31,68.55
15639,78.31,66.60
15640,78.31,63.40
15641,78.30,94.00
15642,78.30,92.60
15643,78.30,91.45
15644,78.30,90.55
15645,78.30,90.20
15646,78.30,88.73
15647,78.30,88.18
15648,78.30,87.60
15649,78.30,87.27
15650,78.30,86.91
15651,78.30,85.40
15652,78.30,84.60
15653,78.30,83.82
15654,78.30,83.64
15655,78.30,83.45
15656,78.30,83.00
15657,78.30,82.40
15658,78.30,81.80
15659,78.30,80.60
15660,78.30,80.55
15661,78.30,80.00
15662,78.30,79.82
15663,78.30,79.80
15664,78.30,79.40
15665,78.30,78.91
15666,78.30,78.80
15667,78.30,78.15
15668,78.30,78.00
15669,78.30,78.00
15670,78.30,77.45
15671,78.30,77.27
15672,78.30,77.20
15673,78.30,76.31
15674,78.30,74.60
15675,78.30,74.36
15676,78.30,74.00
15677,78.30,72.91
15678,78.30,72.40
15679,78.30,72.00
15680,78.30,71.27
15681,78.30,69.09
15682,78.30,69.08
15683,78.30,68.40
15684,78.30,66.55
15685,78.30,62.36
15686,78.30,60.00
15687,78.30,57.17
15688,78.29,96.18
15689,78.29,93.00
15690,78.29,92.60
15691,78.29,89.64
15692,78.29,89.60
15693,78.29,88.73
15694,78.29,88.55
15695,78.29,88.00
15696,78.29,87.82
15697,78.29,87.64
15698,78.29,87.45
15699,78.29,87.27
15700,78.29,87.27
15701,78.29,86.91
15702,78.29,86.73
15703,78.29,86.40
15704,78.29,86.18
15705,78.29,85.80
15706,78.29,85.60
15707,78.29,84.18
15708,78.29,83.64
15709,78.29,83.20
15710,78.29,83.00
15711,78.29,82.80
15712,78.29,82.60
15713,78.29,82.40
15714,78.29,82.36
15715,78.29,81.60
15716,78.29,81.45
15717,78.29,81.09
15718,78.29,81.09
15719,78.29,81.09
15720,78.29,80.55
15721,78.29,80.40
15722,78.29,80.36
15723,78.29,79.64
15724,78.29,78.60
15725,78.29,78.36
15726,78.29,77.82
15727,78.29,77.82
15728,78.29,77.27
15729,78.29,77.20
15730,78.29,77.00
15731,78.29,76.20
15732,78.29,76.20
15733,78.29,75.64
15734,78.29,75.00
15735,78.29,74.73
15736,78.29,74.00
15737,78.29,74.00
15738,78.29,73.82
15739,78.29,73.80
15740,78.29,73.60
15741,78.29,73.20
15742,78.29,72.80
15743,78.29,70.60
15744,78.29,70.60
15745,78.29,70.00
15746,78.29,69.27
15747,78.29,64.20
15748,78.29,62.77
15749,78.29,61.09
15750,78.27,83.60
15751,78.25,91.82
15752,78.25,90.00
15753,78.25,88.80
15754,78.25,88.00
15755,78.25,86.18
15756,78.25,85.09
15757,78.25,84.60
15758,78.25,83.09
15759,78.25,82.55
15760,78.25,82.20
15761,78.25,81.45
15762,78.25,81.09
15763,78.25,81.00
15764,78.25,80.20
15765,78.25,79.40
15766,78.25,77.80
15767,78.25,77.20
15768,78.25,74.73
15769,78.25,73.60
15770,78.25,71.80
15771,78.25,71.09
15772,78.25,71.00
15773,78.25,70.20
15774,78.25,66.40
15775,78.25,65.27
15776,78.25,61.40
15777,78.24,93.45
15778,78.24,91.60
15779,78.24,91.45
15780,78.24,91.45
15781,78.24,90.73
15782,78.24,90.60
15783,78.24,89.09
15784,78.24,88.55
15785,78.24,88.20
15786,78.24,88.18
15787,78.24,87.82
15788,78.24,87.82
15789,78.24,87.27
15790,78.24,87.27
15791,78.24,86.73
15792,78.24,86.73
15793,78.24,86.60
15794,78.24,86.55
15795,78.24,86.36
15796,78.24,86.20
15797,78.24,86.20
15798,78.24,86.18
15799,78.24,86.00
15800,78.24,85.27
15801,78.24,85.27
15802,78.24,84.73
15803,78.24,84.55
15804,78.24,84.40
15805,78.24,84.20
15806,78.24,84.18
15807,78.24,84.00
15808,78.24,83.82
15809,78.24,83.82
15810,78.24,83.80
15811,78.24,83.80
15812,78.24,83.64
15813,78.24,83.45
15814,78.24,83.00
15815,78.24,83.00
15816,78.24,82.60
15817,78.24,82.60
15818,78.24,82.55
15819,78.24,81.80
15820,78.24,81.80
15821,78.24,81.45
15822,78.24,81.45
15823,78.24,81.20
15824,78.24,81.20
15825,78.24,81.09
15826,78.24,81.00
15827,78.24,80.91
15828,78.24,80.55
15829,78.24,80.40
15830,78.24,80.40
15831,78.24,80.36
15832,78.24,80.00
15833,78.24,79.82
15834,78.24,79.45
15835,78.24,79.40
15836,78.24,78.91
15837,78.24,78.73
15838,78.24,78.55
15839,78.24,78.40
15840,78.24,78.18
15841,78.24,77.82
15842,78.24,77.64
15843,78.24,77.60
15844,78.24,77.27
15845,78.24,77.20
15846,78.24,76.80
15847,78.24,76.60
15848,78.24,76.60
15849,78.24,76.40
15850,78.24,76.36
15851,78.24,76.00
15852,78.24,76.00
15853,78.24,76.00
15854,78.24,75.82
15855,78.24,75.82
15856,78.24,75.60
15857,78.24,75.20
15858,78.24,75.20
15859,78.24,75.09
15860,78.24,74.73
15861,78.24,74.36
15862,78.24,74.18
15863,78.24,73.64
15864,78.24,73.60
15865,78.24,73.40
15866,78.24,72.18
15867,78.24,71.40
15868,78.24,71.09
15869,78.24,71.09
15870,78.24,70.60
15871,78.24,70.20
15872,78.24,69.60
15873,78.24,69.40
15874,78.24,68.20
15875,78.24,67.27
15876,78.24,67.00
15877,78.24,66.62
15878,78.24,65.09
15879,78.24,64.91
15880,78.24,64.80
15881,78.24,64.60
15882,78.24,64.18
15883,78.24,63.60
15884,78.24,61.00
15885,78.24,59.00
15886,78.24,54.55
15887,78.22,92.91
15888,78.22,90.36
15889,78.22,87.27
15890,78.22,86.00
15891,78.22,68.00
15892,78.21,95.00
15893,78.21,75.85
15894,78.20,88.55
15895,78.20,85.00
15896,78.19,96.18
15897,78.19,92.00
15898,78.19,88.00
15899,78.19,87.64
15900,78.19,86.00
15901,78.19,84.40
15902,78.19,81.40
15903,78.19,81.09
15904,78.19,80.80
15905,78.19,80.73
15906,78.19,80.62
15907,78.19,80.00
15908,78.19,80.00
15909,78.19,79.80
15910,78.19,78.55
15911,78.19,75.20
15912,78.19,73.82
15913,78.19,71.64
15914,78.19,71.00
15915,78.19,67.09
15916,78.19,65.40
15917,78.19,63.09
15918,78.19,60.60
15919,78.19,60.00
15920,78.19,58.20
15921,78.19,58.15
15922,78.18,93.20
15923,78.18,90.36
15924,78.18,89.45
15925,78.18,89.40
15926,78.18,89.27
15927,78.18,89.09
15928,78.18,89.09
15929,78.18,88.36
15930,78.18,88.36
15931,78.18,88.20
15932,78.18,88.00
15933,78.18,87.82
15934,78.18,87.64
15935,78.18,87.27
15936,78.18,87.00
15937,78.18,86.73
15938,78.18,86.60
15939,78.18,86.55
15940,78.18,86.55
15941,78.18,86.20
15942,78.18,85.64
15943,78.18,85.09
15944,78.18,84.91
15945,78.18,84.91
15946,78.18,84.80
15947,78.18,84.73
15948,78.18,84.36
15949,78.18,84.36
15950,78.18,84.20
15951,78.18,84.18
15952,78.18,83.82
15953,78.18,83.82
15954,78.18,83.27
15955,78.18,83.09
15956,78.18,82.40
15957,78.18,82.18
15958,78.18,82.00
15959,78.18,81.80
15960,78.18,81.45
15961,78.18,81.40
15962,78.18,81.00
15963,78.18,80.91
15964,78.18,80.60
15965,78.18,80.36
15966,78.18,80.20
15967,78.18,80.20
15968,78.18,80.00
15969,78.18,80.00
15970,78.18,79.82
15971,78.18,79.82
15972,78.18,79.45
15973,78.18,79.00
15974,78.18,78.91
15975,78.18,78.60
15976,78.18,78.55
15977,78.18,78.18
15978,78.18,77.60
15979,78.18,77.45
15980,78.18,77.09
15981,78.18,76.91
15982,78.18,76.73
15983,78.18,76.60
15984,78.18,76.60
15985,78.18,76.18
15986,78.18,75.82
15987,78.18,75.80
15988,78.18,75.64
15989,78.18,75.60
15990,78.18,74.80
15991,78.18,74.73
15992,78.18,74.60
15993,78.18,74.40
15994,78.18,74.20
15995,78.18,74.00
15996,78.18,73.85
15997,78.18,72.80
15998,78.18,72.73
15999,78.18,71.64
16000,78.18,71.09
16001,78.18,70.80
16002,78.18,70.73
16003,78.18,70.60
16004,78.18,70.00
16005,78.18,69.20
16006,78.18,69.09
16007,78.18,68.73
16008,78.18,67.64
16009,78.18,66.80
16010,78.18,66.36
16011,78.18,65.80
16012,78.18,65.64
16013,78.18,65.00
16014,78.18,64.00
16015,78.18,61.80
16016,78.18,61.00
16017,78.18,54.15
16018,78.18,47.00
16019,78.17,85.27
16020,78.16,83.45
16021,78.16,63.23
16022,78.15,92.00
16023,78.15,90.36
16024,78.13,92.73
16025,78.13,92.55
16026,78.13,91.45
16027,78.13,90.20
16028,78.13,90.20
16029,78.13,87.82
16030,78.13,86.91
16031,78.13,86.80
16032,78.13,84.80
16033,78.13,83.82
16034,78.13,83.20
16035,78.13,81.20
16036,78.13,80.73
16037,78.13,79.20
16038,78.13,79.20
16039,78.13,78.00
16040,78.13,77.80
16041,78.13,75.60
16042,78.13,73.45
16043,78.13,70.80
16044,78.13,66.92
16045,78.13,60.80
16046,78.12,89.20
16047,78.12,89.20
16048,78.12,88.55
16049,78.12,88.36
16050,78.12,88.20
16051,78.12,87.82
16052,78.12,87.45
16053,78.12,87.45
16054,78.12,87.40
16055,78.12,87.27
16056,78.12,87.20
16057,78.12,86.73
16058,78.12,86.73
16059,78.12,86.73
16060,78.12,86.36
16061,78.12,85.45
16062,78.12,84.60
16063,78.12,84.55
16064,78.12,84.40
16065,78.12,84.36
16066,78.12,84.36
16067,78.12,84.20
16068,78.12,84.17
16069,78.12,84.00
16070,78.12,83.82
16071,78.12,83.45
16072,78.12,82.91
16073,78.12,82.91
16074,78.12,82.60
16075,78.12,82.60
16076,78.12,82.60
16077,78.12,82.55
16078,78.12,82.55
16079,78.12,82.20
16080,78.12,82.00
16081,78.12,82.00
16082,78.12,81.80
16083,78.12,81.60
16084,78.12,81.27
16085,78.12,81.20
16086,78.12,81.20
16087,78.12,81.00
16088,78.12,80.73
16089,78.12,80.40
16090,78.12,80.00
16091,78.12,79.40
16092,78.12,79.27
16093,78.12,78.80
16094,78.12,78.55
16095,78.12,78.55
16096,78.12,78.36
16097,78.12,78.18
16098,78.12,78.18
16099,78.12,77.82
16100,78.12,77.40
16101,78.12,77.27
16102,78.12,77.09
16103,78.12,77.09
16104,78.12,76.80
16105,78.12,76.73
16106,78.12,76.00
16107,78.12,76.00
16108,78.12,75.82
16109,78.12,75.82
16110,78.12,75.80
16111,78.12,75.27
16112,78.12,75.20
16113,78.12,75.20
16114,78.12,74.80
16115,78.12,74.80
16116,78.12,74.80
16117,78.12,74.60
16118,78.12,74.60
16119,78.12,74.55
16120,78.12,74.00
16121,78.12,74.00
16122,78.12,73.80
16123,78.12,73.80
16124,78.12,73.45
16125,78.12,73.45
16126,78.12,73.20
16127,78.12,73.00
16128,78.12,72.86
16129,78.12,72.20
16130,78.12,72.18
16131,78.12,72.00
16132,78.12,72.00
16133,78.12,71.64
16134,78.12,71.45
16135,78.12,71.20
16136,78.12,71.00
16137,78.12,70.91
16138,78.12,70.83
16139,78.12,70.55
16140,78.12,70.36
16141,78.12,69.60
16142,78.12,69.27
16143,78.12,68.91
16144,78.12,68.36
16145,78.12,68.20
16146,78.12,68.00
16147,78.12,67.09
16148,78.12,67.00
16149,78.12,64.40
16150,78.12,64.00
16151,78.12,64.00
16152,78.12,63.40
16153,78.12,62.18
16154,78.12,60.00
16155,78.12,58.60
16156,78.12,58.36
16157,78.11,91.82
16158,78.11,82.00
16159,78.11,72.20
16160,78.10,90.18
16161,78.10,82.18
16162,78.10,67.50
16163,78.10,67.20
16164,78.09,85.45
16165,78.09,81.45
16166,78.08,76.40
16167,78.06,95.82
16168,78.06,93.40
16169,78.06,92.18
16170,78.06,90.91
16171,78.06,90.80
16172,78.06,90.36
16173,78.06,90.00
16174,78.06,89.82
16175,78.06,89.82
16176,78.06,89.27
16177,78.06,89.09
16178,78.06,88.36
16179,78.06,88.18
16180,78.06,88.00
16181,78.06,88.00
16182,78.06,88.00
16183,78.06,88.00
16184,78.06,87.82
16185,78.06,87.82
16186,78.06,87.80
16187,78.06,87.27
16188,78.06,87.09
16189,78.06,87.09
16190,78.06,87.00
16191,78.06,87.00
16192,78.06,86.80
16193,78.06,86.36
16194,78.06,86.00
16195,78.06,86.00
16196,78.06,86.00
16197,78.06,86.00
16198,78.06,86.00
16199,78.06,85.64
16200,78.06,85.45
16201,78.06,85.40
16202,78.06,85.40
16203,78.06,85.09
16204,78.06,85.09
16205,78.06,85.09
16206,78.06,85.00
16207,78.06,84.91
16208,78.06,84.91
16209,78.06,84.80
16210,78.06,84.73
16211,78.06,84.60
16212,78.06,84.60
16213,78.06,84.20
16214,78.06,84.20
16215,78.06,84.18
16216,78.06,84.00
16217,78.06,84.00
16218,78.06,83.82
16219,78.06,83.82
16220,78.06,83.80
16221,78.06,83.64
16222,78.06,83.60
16223,78.06,83.60
16224,78.06,83.45
16225,78.06,83.45
16226,78.06,83.27
16227,78.06,83.20
16228,78.06,83.00
16229,78.06,83.00
16230,78.06,82.91
16231,78.06,82.91
16232,78.06,82.80
16233,78.06,82.60
16234,78.06,82.60
16235,78.06,82.60
16236,78.06,82.55
16237,78.06,82.55
16238,78.06,82.00
16239,78.06,82.00
16240,78.06,82.00
16241,78.06,81.64
16242,78.06,81.45
16243,78.06,81.45
16244,78.06,81.45
16245,78.06,81.27
16246,78.06,81.20
16247,78.06,81.09
16248,78.06,81.09
16249,78.06,80.91
16250,78.06,80.91
16251,78.06,80.80
16252,78.06,80.55
16253,78.06,80.40
16254,78.06,80.40
16255,78.06,80.40
16256,78.06,80.18
16257,78.06,80.18
16258,78.06,80.00
16259,78.06,80.00
16260,78.06,80.00
16261,78.06,79.64
16262,78.06,79.20
16263,78.06,79.20
16264,78.06,78.80
16265,78.06,78.60
16266,78.06,78.55
16267,78.06,78.40
16268,78.06,78.36
16269,78.06,78.18
16270,78.06,77.80
16271,78.06,77.64
16272,78.06,77.45
16273,78.06,77.45
16274,78.06,77.40
16275,78.06,77.27
16276,78.06,77.20
16277,78.06,77.20
16278,78.06,77.09
16279,78.06,77.00
16280,78.06,76.80
16281,78.06,76.73
16282,78.06,76.60
16283,78.06,76.55
16284,78.06,76.55
16285,78.06,76.00
16286,78.06,76.00
16287,78.06,75.45
16288,78.06,75.20
16289,78.06,75.09
16290,78.06,75.08
16291,78.06,75.00
16292,78.06,74.55
16293,78.06,74.20
16294,78.06,73.82
16295,78.06,73.60
16296,78.06,73.45
16297,78.06,73.27
16298,78.06,73.23
16299,78.06,73.09
16300,78.06,73.00
16301,78.06,72.91
16302,78.06,72.80
16303,78.06,72.73
16304,78.06,72.67
16305,78.06,72.36
16306,78.06,71.64
16307,78.06,71.27
16308,78.06,71.27
16309,78.06,71.09
16310,78.06,70.73
16311,78.06,70.36
16312,78.06,70.00
16313,78.06,70.00
16314,78.06,69.80
16315,78.06,69.45
16316,78.06,69.09
16317,78.06,69.00
16318,78.06,68.80
16319,78.06,68.40
16320,78.06,67.27
16321,78.06,65.80
16322,78.06,63.82
16323,78.06,63.40
16324,78.06,63.40
16325,78.06,62.40
16326,78.06,53.64
16327,78.06,51.69
16328,78.06,46.80
16329,78.04,79.80
16330,78.03,88.55
16331,78.03,87.08
16332,78.03,64.53
16333,78.00,93.64
16334,78.00,92.55
16335,78.00,92.36
16336,78.00,90.55
16337,78.00,90.00
16338,78.00,89.45
16339,78.00,89.27
16340,78.00,88.40
16341,78.00,88.36
16342,78.00,88.20
16343,78.00,87.80
16344,78.00,87.45
16345,78.00,87.09
16346,78.00,86.91
16347,78.00,86.80
16348,78.00,86.60
16349,78.00,86.55
16350,78.00,86.36
16351,78.00,86.18
16352,78.00,86.00
16353,78.00,85.80
16354,78.00,85.60
16355,78.00,85.45
16356,78.00,85.40
16357,78.00,85.27
16358,78.00,85.09
16359,78.00,85.00
16360,78.00,84.80
16361,78.00,84.73
16362,78.00,84.73
16363,78.00,84.40
16364,78.00,84.36
16365,78.00,84.18
16366,78.00,84.00
16367,78.00,84.00
16368,78.00,84.00
16369,78.00,83.80
16370,78.00,83.64
16371,78.00,83.64
16372,78.00,83.60
16373,78.00,83.45
16374,78.00,83.45
16375,78.00,83.09
16376,78.00,82.60
16377,78.00,82.36
16378,78.00,82.36
16379,78.00,82.20
16380,78.00,82.18
16381,78.00,82.18
16382,78.00,82.00
16383,78.00,81.82
16384,78.00,81.82
16385,78.00,81.80
16386,78.00,81.80
16387,78.00,81.60
16388,78.00,81.60
