ALGMN,Diploma,SSC,Gender
54402,62.3,54.6,Female
54403,62.3,44.86,Male
54404,62.29,89.45,Male
54406,62.29,87,Male
54407,62.29,85.27,Female
54408,62.29,83.2,Male
54409,62.29,83.2,Male
54410,62.29,82,Male
54411,62.29,80,Male
54412,62.29,79.6,Male
54413,62.29,78.8,Male
54414,62.29,78.4,Male
54415,62.29,76,Male
54416,62.29,75.45,Male
54417,62.29,74.8,Male
54418,62.29,74.6,Male
54419,62.29,74.55,Male
54420,62.29,74.18,Male
54421,62.29,74.18,Female
54422,62.29,72.73,Male
54423,62.29,72.36,Male
54424,62.29,72,Male
54425,62.29,71.6,Male
54426,62.29,71.27,Male
54427,62.29,71,Male
54428,62.29,70.73,Male
54429,62.29,70.46,Male
54430,62.29,70.2,Male
54431,62.29,70.2,Female
54432,62.29,69.2,Male
54433,62.29,67.27,Female
54434,62.29,66.6,Male
54435,62.29,66.2,Male
54436,62.29,65.45,Female
54437,62.29,65.4,Male
54438,62.29,64.4,Male
54439,62.29,64,Male
54440,62.29,64,Female
54441,62.29,63.6,Male
54442,62.29,63.27,Male
54443,62.29,62.6,Male
54444,62.29,61.4,Male
54445,62.29,59.2,Male
54446,62.29,59.2,Female
54447,62.29,59,Male
54448,62.29,58.6,Female
54451,62.29,57.6,Male
54452,62.29,57.45,Male
54453,62.29,55.6,Male
54454,62.29,54,Male
54455,62.29,50.4,Male
54456,62.28,81,Male
54457,62.27,86.55,Male
54458,62.27,74.15,Male
54459,62.27,63.6,Male
54460,62.27,62.8,Male
54461,62.27,50.91,Male
54462,62.26,86.18,Male
54463,62.26,74.46,Male
54464,62.26,73.6,Male
54465,62.26,69.64,Male
54466,62.26,43.8,Female
54467,62.25,88.4,Male
54468,62.25,78,Female
54469,62.25,70.8,Female
54470,62.25,69.09,Male
54471,62.25,67,Male
54472,62.25,56,Female
54473,62.24,90,Female
54474,62.24,85.6,Male
54475,62.24,85.4,Male
54476,62.24,85.4,Female
54477,62.24,83.82,Male
54478,62.24,83.64,Male
54479,62.24,83.2,Male
54480,62.24,83,Male
54481,62.24,82.92,Female
54482,62.24,82.91,Male
54483,62.24,81.45,Male
54484,62.24,81.27,Male
54485,62.24,80.4,Male
54486,62.24,79.8,Female
54487,62.24,79.2,Male
54488,62.24,78.92,Female
54489,62.24,78.8,Female
54490,62.24,78.8,Female
54491,62.24,78.6,Female
54492,62.24,78.4,Female
54493,62.24,78.2,Male
54494,62.24,77.64,Male
54496,62.24,77.6,Male
54497,62.24,77.4,Male
54498,62.24,77,Female
54499,62.24,75.64,Male
54500,62.24,75.45,Male
54501,62.24,75,Female
54502,62.24,74.73,Male
54503,62.24,74.6,Male
54504,62.24,74.2,Male
54505,62.24,74.18,Male
54506,62.24,74,Male
54507,62.24,73.82,Male
54508,62.24,73.6,Female
54509,62.24,73.4,Male
54510,62.24,73.2,Female
54511,62.24,73.2,Male
54512,62.24,73.2,Male
54513,62.24,73.09,Male
54514,62.24,72.8,Male
54515,62.24,72.55,Male
54516,62.24,72.4,Male
54517,62.24,71.82,Male
54518,62.24,71.4,Male
54519,62.24,70.8,Male
54520,62.24,70.6,Male
54521,62.24,70.6,Female
54522,62.24,70.4,Male
54523,62.24,70.36,Female
54524,62.24,69.6,Male
54525,62.24,69.6,Male
54526,62.24,69.6,Male
54527,62.24,69.45,Male
54528,62.24,69.38,Female
54529,62.24,69.09,Male
54530,62.24,69,Female
54531,62.24,68.91,Male
54532,62.24,68.91,Female
54533,62.24,68,Male
54534,62.24,67.8,Male
54535,62.24,67.64,Male
54536,62.24,67.64,Male
54537,62.24,67.4,Male
54538,62.24,66.8,Male
54539,62.24,66.55,Female
54541,62.24,66.2,Female
54542,62.24,66.18,Male
54543,62.24,66,Male
54544,62.24,65.82,Male
54545,62.24,65.64,Female
54546,62.24,65.2,Female
54547,62.24,65.2,Male
54548,62.24,65.2,Female
54549,62.24,64.83,Male
54550,62.24,64.73,Male
54551,62.24,64.6,Male
54552,62.24,64.55,Male
54553,62.24,64.55,Male
54554,62.24,64.4,Male
54555,62.24,64.2,Female
54556,62.24,63.8,Male
54557,62.24,63.2,Male
54558,62.24,63.09,Male
54559,62.24,62.91,Female
54560,62.24,62.6,Male
54561,62.24,62.36,Male
54562,62.24,61.82,Male
54563,62.24,61.2,Male
54564,62.24,60.8,Male
54565,62.24,60.6,Male
54566,62.24,60.18,Male
54567,62.24,59.29,Male
54568,62.24,58.8,Male
54569,62.24,58,Female
54570,62.24,56.4,Male
54571,62.24,56.36,Male
54572,62.24,56.2,Male
54573,62.24,56.2,Female
54574,62.24,56,Male
54575,62.24,55.82,Male
54576,62.24,54.73,Male
54577,62.24,53.64,Male
54578,62.24,52.6,Male
54579,62.24,52.2,Male
54580,62.24,52.15,Male
54581,62.23,87.85,Male
54582,62.22,79.17,Male
54583,62.21,73.23,Female
54584,62.21,68.2,Male
54586,62.21,67.82,Female
54587,62.2,87.6,Male
54588,62.2,76.6,Male
54589,62.2,55.8,Male
54590,62.2,48.92,Male
54591,62.19,82.91,Female
54592,62.19,82.6,Male
54593,62.19,76.91,Male
54594,62.19,75.27,Male
54595,62.19,73.8,Male
54596,62.19,70.2,Female
54597,62.19,68.73,Female
54598,62.19,62.18,Male
54599,62.19,62,Female
54600,62.19,58.18,Male
54601,62.18,91.2,Male
54602,62.18,89,Male
54603,62.18,88.6,Female
54604,62.18,87.8,Male
54605,62.18,87.6,Male
54606,62.18,84.2,Male
54607,62.18,83,Female
54608,62.18,82.6,Male
54609,62.18,82.6,Male
54610,62.18,81.64,Male
54611,62.18,81.2,Male
54612,62.18,81,Male
54613,62.18,80.8,Male
54614,62.18,80.4,Male
54615,62.18,80,Male
54616,62.18,80,Male
54617,62.18,79.8,Male
54618,62.18,78.73,Female
54619,62.18,78.6,Male
54620,62.18,78.4,Male
54621,62.18,78.36,Male
54622,62.18,78,Male
54623,62.18,77.82,Male
54624,62.18,77.27,Male
54625,62.18,76.55,Male
54626,62.18,76.4,Male
54627,62.18,75.82,Male
54628,62.18,75.8,Male
54631,62.18,75.8,Male
54632,62.18,75.45,Male
54633,62.18,74.91,Male
54634,62.18,74.8,Male
54635,62.18,74.55,Male
54636,62.18,74.4,Female
54637,62.18,74.36,Male
54638,62.18,74.2,Male
54639,62.18,73.6,Male
54640,62.18,73.45,Male
54641,62.18,73.4,Male
54642,62.18,73.27,Male
54643,62.18,73.09,Male
54644,62.18,73.09,Male
54645,62.18,73,Female
54646,62.18,73,Male
54647,62.18,72.8,Male
54648,62.18,72.6,Female
54649,62.18,72.6,Male
54650,62.18,72,Male
54651,62.18,72,Male
54652,62.18,71.82,Male
54653,62.18,71.82,Male
54654,62.18,71.82,Male
54655,62.18,71.6,Male
54656,62.18,71.6,Male
54657,62.18,71.4,Male
54658,62.18,70.4,Male
54659,62.18,70.36,Male
54660,62.18,69.8,Male
54661,62.18,69.8,Male
54662,62.18,69.8,Male
54663,62.18,69.8,Male
54664,62.18,69.4,Female
54665,62.18,68.77,Male
54666,62.18,68.73,Male
54667,62.18,68.36,Male
54668,62.18,68.2,Male
54669,62.18,68.18,Male
54670,62.18,67.8,Male
54671,62.18,67.8,Male
54672,62.18,67.54,Male
54673,62.18,66.73,Male
54674,62.18,66.55,Male
54676,62.18,65.8,Male
54677,62.18,65.69,Male
54678,62.18,65.64,Female
54679,62.18,65,Female
54680,62.18,64.6,Female
54681,62.18,64,Male
54682,62.18,64,Male
54683,62.18,63.82,Male
54684,62.18,63.27,Male
54685,62.18,63.23,Male
54686,62.18,63,Male
54687,62.18,62.8,Female
54688,62.18,62.6,Male
54689,62.18,62.18,Male
54690,62.18,61.82,Male
54691,62.18,61.2,Male
54692,62.18,60.6,Male
54693,62.18,60.31,Female
54694,62.18,60.15,Male
54695,62.18,60,Male
54696,62.18,60,Male
54697,62.18,60,Male
54698,62.18,59.6,Male
54699,62.18,59,Male
54700,62.18,58.4,Male
54701,62.18,58.36,Male
54702,62.18,57.6,Male
54703,62.18,55.2,Male
54704,62.18,55,Female
54705,62.18,55,Male
54706,62.18,50.8,Male
54707,62.18,49.69,Male
54708,62.18,49.08,Female
54709,62.18,44.91,Male
54710,62.18,41.2,Male
54711,62.16,56.67,Male
54712,62.15,84,Male
54713,62.14,58.93,Male
54714,62.13,85.09,Male
54715,62.13,77.27,Male
54716,62.13,71.09,Male
54717,62.13,69.14,Male
54718,62.13,66.8,Female
54719,62.13,62.2,Male
54721,62.13,58.73,Male
54722,62.13,55.82,Female
54723,62.12,89.8,Male
54724,62.12,87,Female
54725,62.12,86.18,Male
54726,62.12,82.6,Male
54727,62.12,82,Male
54728,62.12,81.64,Female
54729,62.12,81.6,Male
54730,62.12,81.2,Male
54731,62.12,80.8,Male
54732,62.12,79.6,Male
54733,62.12,79.6,Male
54734,62.12,78.8,Male
54735,62.12,78.8,Male
54736,62.12,78.6,Female
54737,62.12,78.4,Female
54738,62.12,78,Female
54739,62.12,78,Male
54740,62.12,77.8,Male
54741,62.12,77.8,Male
54742,62.12,77,Male
54743,62.12,76.73,Male
54744,62.12,76.73,Male
54745,62.12,76.73,Male
54746,62.12,76.6,Male
54747,62.12,76.6,Male
54748,62.12,76.4,Male
54749,62.12,76.2,Male
54750,62.12,76.2,Male
54751,62.12,76.18,Male
54752,62.12,76,Male
54753,62.12,76,Male
54755,62.12,75.6,Male
54756,62.12,75.2,Male
54757,62.12,75.2,Male
54758,62.12,75,Female
54759,62.12,74.6,Male
54760,62.12,74.55,Male
54761,62.12,74.18,Male
54762,62.12,73.09,Female
54763,62.12,72.6,Male
54764,62.12,72.36,Male
54766,62.12,72.36,Male
54767,62.12,72,Male
54768,62.12,71.8,Male
54769,62.12,71.4,Male
54770,62.12,71.2,Male
54771,62.12,71.09,Male
54772,62.12,71,Female
54773,62.12,71,Male
54774,62.12,70.8,Male
54775,62.12,70.4,Male
54776,62.12,70.18,Male
54777,62.12,69.6,Female
54778,62.12,69,Male
54779,62.12,68.8,Male
54780,62.12,68.8,Male
54781,62.12,68.18,Male
54782,62.12,67.4,Male
54783,62.12,66.18,Male
54784,62.12,66,Male
54785,62.12,65.6,Male
54786,62.12,65.45,Female
54787,62.12,65.45,Male
54788,62.12,65.27,Male
54789,62.12,65.2,Male
54790,62.12,64.91,Male
54791,62.12,64.55,Male
54792,62.12,63.45,Male
54793,62.12,63.2,Male
54794,62.12,62.73,Male
54795,62.12,62.6,Male
54796,62.12,62.4,Male
54797,62.12,62,Male
54798,62.12,61.82,Male
54799,62.12,61.4,Male
54800,62.12,60,Male
54801,62.12,60,Male
54802,62.12,58.73,Female
54803,62.12,58.4,Male
54804,62.12,57.69,Male
54805,62.12,57.2,Male
54806,62.12,57.2,Male
54807,62.12,54.91,Male
54808,62.12,50.17,Female
54809,62.12,46.46,Female
54811,62.12,46,Male
54812,62.11,74.4,Male
54813,62.11,64.93,Male
54814,62.11,51.08,Female
54815,62.1,68.17,Female
54816,62.09,74.18,Male
54817,62.09,54.53,Male
54818,62.09,50,Male
54819,62.08,79.69,Male
54820,62.08,72.73,Male
54821,62.08,68.2,Male
54822,62.08,67.64,Male
54823,62.08,66.4,Male
54824,62.08,63.54,Male
54825,62.08,45.69,Male
54826,62.07,89.4,Male
54827,62.06,88.6,Male
54828,62.06,87.2,Female
54829,62.06,85.27,Male
54830,62.06,84.91,Male
54831,62.06,84.36,Male
54832,62.06,82.8,Male
54833,62.06,82.2,Female
54834,62.06,82.2,Male
54835,62.06,82,Male
54836,62.06,82,Male
54837,62.06,81.8,Female
54838,62.06,81.45,Female
54839,62.06,81,Male
54840,62.06,81,Female
54841,62.06,80.4,Male
54842,62.06,80.36,Male
54843,62.06,80,Male
54844,62.06,80,Male
54845,62.06,79.64,Female
54846,62.06,79.4,Male
54847,62.06,78.6,Female
54848,62.06,78.2,Male
54849,62.06,78,Male
54850,62.06,77.82,Female
54851,62.06,77.64,Male
54852,62.06,77.27,Male
54853,62.06,77.27,Male
54856,62.06,77,Male
54857,62.06,76.91,Male
54858,62.06,76.91,Male
54859,62.06,76.6,Male
54860,62.06,76.55,Female
54861,62.06,76.36,Male
54862,62.06,76,Male
54863,62.06,75.09,Male
54864,62.06,75.09,Male
54865,62.06,75,Male
54866,62.06,75,Male
54867,62.06,74.6,Male
54868,62.06,74.4,Male
54869,62.06,74.4,Male
54870,62.06,74.2,Male
54871,62.06,73.82,Male
54872,62.06,73.8,Male
54873,62.06,73.45,Male
54874,62.06,73.27,Male
54875,62.06,73.2,Male
54876,62.06,73.09,Male
54877,62.06,73,Male
54878,62.06,72.73,Male
54879,62.06,72.6,Male
54880,62.06,72.6,Male
54881,62.06,72.6,Male
54882,62.06,72.31,Male
54883,62.06,72.2,Male
54884,62.06,72.15,Male
54885,62.06,71.64,Male
54886,62.06,71.4,Male
54887,62.06,71.27,Female
54888,62.06,70.8,Male
54890,62.06,70.55,Male
54891,62.06,70.2,Male
54892,62.06,70,Male
54893,62.06,70,Male
54894,62.06,70,Male
54895,62.06,70,Male
54896,62.06,69.82,Male
54897,62.06,69.45,Male
54898,62.06,68.8,Male
54899,62.06,68.6,Male
54901,62.06,68.2,Male
54902,62.06,68,Male
54903,62.06,67.4,Female
54904,62.06,67.27,Male
54905,62.06,67.09,Male
54906,62.06,66.18,Male
54907,62.06,66.18,Male
54908,62.06,65.82,Male
54909,62.06,65.82,Male
54910,62.06,65.6,Female
54911,62.06,65.45,Male
54912,62.06,64.91,Male
54913,62.06,64.8,Male
54914,62.06,64.4,Female
54915,62.06,64.4,Female
54916,62.06,64.18,Male
54917,62.06,64.18,Female
54918,62.06,64,Male
54919,62.06,63.8,Female
54920,62.06,63,Male
54921,62.06,62.73,Male
54922,62.06,62.55,Female
54923,62.06,62.31,Male
54924,62.06,62,Male
54925,62.06,61.8,Male
54926,62.06,61.6,Female
54927,62.06,61.6,Male
54928,62.06,61.4,Male
54929,62.06,61.27,Male
54930,62.06,61.2,Male
54931,62.06,61.09,Male
54932,62.06,61,Female
54933,62.06,61,Male
54934,62.06,61,Male
54935,62.06,60.6,Female
54936,62.06,60.4,Male
54937,62.06,60.4,Male
54938,62.06,59.38,Male
54939,62.06,59.2,Male
54940,62.06,59,Male
54941,62.06,58.91,Male
54942,62.06,58,Male
54943,62.06,57.6,Female
54944,62.06,57.2,Female
54945,62.06,56.4,Male
54946,62.06,56,Male
54947,62.06,54.91,Male
54948,62.06,54,Male
54949,62.06,53.4,Male
54950,62.06,52.2,Male
54951,62.06,52.15,Male
54952,62.06,51,Female
54953,62.06,50.92,Male
54954,62.06,47.87,Female
54955,62.06,47.45,Female
54956,62.06,46.46,Male
54957,62.06,38.57,Male
54958,62.03,64.46,Male
54959,62.03,63.27,Male
54960,62.03,61.69,Male
54961,62.03,57.82,Male
54962,62,90,Male
54963,62,89.45,Male
54964,62,88.73,Female
54965,62,86.4,Male
54966,62,83.82,Female
54967,62,82.2,Male
54968,62,82,Male
54969,62,81.4,Male
54970,62,81.27,Male
54971,62,80.91,Male
54972,62,80.73,Male
54973,62,80.18,Male
54974,62,79,Male
54975,62,79,Male
54976,62,78.73,Female
54977,62,78.6,Male
54978,62,78.2,Male
54979,62,78.2,Male
54980,62,77.8,Female
54981,62,77.6,Female
54982,62,77.4,Female
54983,62,76.4,Male
54984,62,76.36,Female
54985,62,76.2,Male
54986,62,76.2,Male
54987,62,75.45,Male
54988,62,75.09,Male
54991,62,75.09,Female
54992,62,74.91,Male
54993,62,74.73,Female
54994,62,73.45,Male
54995,62,73.4,Male
54996,62,71.82,Male
54997,62,71.8,Female
54998,62,71.6,Male
54999,62,71.45,Male
55000,62,71.4,Female
55001,62,71.4,Male
55002,62,70.8,Male
55003,62,70.6,Female
55004,62,70.4,Male
55005,62,70.2,Male
55006,62,70,Female
55007,62,70,Male
55008,62,69.85,Male
55009,62,69.27,Male
55010,62,69.09,Male
55011,62,69,Male
55012,62,68.8,Female
55013,62,68.8,Male
55014,62,68.73,Male
55015,62,68.6,Male
55016,62,67.45,Male
55017,62,67.2,Male
55018,62,67.2,Male
55019,62,67,Male
55020,62,66.8,Male
55021,62,66.36,Female
55022,62,66.18,Male
55023,62,66.18,Male
55024,62,66,Male
55025,62,66,Male
55026,62,65.82,Male
55027,62,65.4,Male
55028,62,65.27,Male
55029,62,65.09,Female
55030,62,65.09,Male
55031,62,64.6,Male
55032,62,64,Male
55033,62,63.4,Male
55034,62,63.27,Male
55036,62,63.27,Male
55037,62,62.8,Male
55038,62,62.6,Male
55039,62,62.31,Female
55040,62,61.4,Male
55041,62,61.09,Male
55042,62,60.6,Male
55043,62,58,Male
55044,62,56.4,Male
55045,62,56.36,Male
55046,62,55.2,Male
55047,62,54.6,Male
55048,62,54,Male
55049,62,51.09,Female
55050,62,50.6,Male
55051,62,48.55,Male
55052,62,44,Male
55053,62,37.85,Male
55054,61.97,64.77,Male
55055,61.97,63.54,Male
55056,61.97,60,Female
55057,61.97,60,Male
55058,61.97,59.08,Male
55059,61.94,93.45,Male
55060,61.94,87.27,Male
55061,61.94,86.4,Male
55062,61.94,85.6,Male
55063,61.94,84.8,Male
55064,61.94,84.55,Male
55065,61.94,84.36,Male
55066,61.94,83.27,Male
55067,61.94,83,Male
55068,61.94,82.91,Male
55069,61.94,81.64,Male
55070,61.94,81.4,Male
55071,61.94,81.4,Male
55072,61.94,81.4,Male
55073,61.94,80.91,Male
55074,61.94,79.8,Male
55075,61.94,78.91,Male
55076,61.94,78.6,Male
55077,61.94,77.8,Female
55078,61.94,77.45,Female
55079,61.94,77.27,Male
55081,61.94,77.2,Female
55082,61.94,77,Male
55083,61.94,76.73,Male
55084,61.94,76.55,Male
55085,61.94,76.18,Male
55086,61.94,75.8,Male
55087,61.94,75.45,Male
55088,61.94,75.2,Male
55089,61.94,75,Male
55090,61.94,74.6,Male
55091,61.94,74.4,Male
55092,61.94,74.4,Male
55093,61.94,74.4,Male
55094,61.94,74.15,Male
55095,61.94,74,Female
55096,61.94,73.82,Female
55097,61.94,73.45,Male
55098,61.94,73,Male
55099,61.94,72.62,Male
55100,61.94,72.36,Male
55101,61.94,72.36,Male
55102,61.94,72.2,Male
55103,61.94,72,Male
55104,61.94,72,Male
55105,61.94,71.8,Female
55106,61.94,70.93,Male
55107,61.94,70.8,Female
55108,61.94,70.73,Male
55109,61.94,70,Male
55110,61.94,69.27,Male
55111,61.94,69,Female
55112,61.94,69,Male
55113,61.94,68.8,Male
55114,61.94,68.77,Male
55115,61.94,68.6,Male
55116,61.94,68.4,Male
55117,61.94,68.4,Male
55118,61.94,68.18,Male
55119,61.94,68.18,Male
55120,61.94,67.64,Male
55121,61.94,67.4,Male
55122,61.94,67.27,Male
55123,61.94,66.91,Female
55124,61.94,66.6,Male
55125,61.94,66.55,Male
55126,61.94,66.18,Male
55127,61.94,66.18,Male
55128,61.94,64.91,Female
55129,61.94,64.8,Male
55130,61.94,64.4,Male
55131,61.94,64.36,Female
55132,61.94,63.45,Male
55133,61.94,63.4,Male
55134,61.94,62.93,Male
55135,61.94,62.6,Male
55136,61.94,61.45,Male
55137,61.94,61.2,Male
55138,61.94,61,Male
55139,61.94,60,Female
55140,61.94,59.38,Female
55141,61.94,58.92,Male
55142,61.94,57.64,Male
55143,61.94,57.45,Male
55144,61.94,53.54,Male
55145,61.94,53.4,Female
55146,61.94,51.6,Female
55147,61.94,51,Female
55148,61.94,50.92,Female
55149,61.94,50.8,Male
55150,61.94,50,Male
55151,61.94,45.45,Male
55152,61.94,40.55,Male
55153,61.93,80.77,Male
55154,61.92,80.73,Male
55155,61.92,80.18,Male
55156,61.92,70.13,Male
55157,61.92,67.23,Male
55158,61.92,64.77,Male
55159,61.92,50,Male
55160,61.91,72.36,Male
55161,61.91,72,Male
55162,61.91,66.4,Male
55163,61.91,64.2,Male
55164,61.91,63.38,Male
55165,61.9,85.2,Male
55166,61.9,72.73,Male
55167,61.9,58.2,Male
55168,61.88,92.31,Male
55169,61.88,89,Male
55171,61.88,87.09,Male
55172,61.88,85.64,Male
55173,61.88,85.6,Male
55174,61.88,84.6,Male
55175,61.88,84,Male
55176,61.88,83.82,Male
55177,61.88,83.82,Male
55178,61.88,83.2,Female
55179,61.88,82.91,Female
55180,61.88,82.8,Male
55181,61.88,82.36,Female
55182,61.88,81.8,Male
55183,61.88,81.6,Female
55184,61.88,81.4,Male
55185,61.88,81.09,Male
55186,61.88,80.18,Male
55187,61.88,80,Male
55188,61.88,79.8,Male
55189,61.88,79.8,Male
55190,61.88,79.4,Female
55191,61.88,78.36,Male
55192,61.88,78.18,Male
55193,61.88,78,Male
55194,61.88,77.8,Male
55195,61.88,77.45,Male
55196,61.88,77.4,Male
55197,61.88,77.09,Male
55198,61.88,77,Male
55199,61.88,76.8,Male
55200,61.88,76.2,Male
55201,61.88,75.2,Female
55202,61.88,75.2,Male
55203,61.88,75.17,Male
55204,61.88,75.09,Male
55205,61.88,75.09,Male
55206,61.88,75,Female
55207,61.88,74.91,Female
55208,61.88,74.73,Female
55209,61.88,74.55,Male
55210,61.88,74.4,Male
55211,61.88,74.4,Male
55212,61.88,74,Male
55213,61.88,73.8,Female
55216,61.88,73.27,Male
55217,61.88,72.4,Male
55218,61.88,72.2,Male
55219,61.88,72,Male
55220,61.88,71.09,Male
55221,61.88,71.09,Male
55222,61.88,71.09,Male
55223,61.88,71,Male
55224,61.88,70.8,Male
55225,61.88,70.55,Male
55226,61.88,70.36,Male
55227,61.88,70.36,Male
55228,61.88,70.2,Male
55229,61.88,70.18,Male
55230,61.88,70.18,Male
55231,61.88,70,Male
55232,61.88,70,Male
55233,61.88,69.8,Female
55234,61.88,69.4,Male
55235,61.88,69.27,Male
55236,61.88,69.09,Female
55237,61.88,69,Male
55238,61.88,68.92,Male
55239,61.88,68.73,Male
55240,61.88,68.2,Male
55241,61.88,68,Male
55242,61.88,68,Male
55243,61.88,68,Male
55244,61.88,67.8,Male
55245,61.88,67.2,Male
55246,61.88,67.09,Male
55248,61.88,67,Male
55249,61.88,66.8,Female
55250,61.88,66.18,Male
55251,61.88,65.4,Male
55252,61.88,65.08,Male
55253,61.88,65,Male
55254,61.88,64.4,Female
55255,61.88,64,Male
55256,61.88,63.69,Male
55257,61.88,63.6,Male
55258,61.88,63.4,Female
55259,61.88,61.82,Male
55261,61.88,61.8,Male
55262,61.88,61.64,Male
55263,61.88,61.4,Female
55264,61.88,60.6,Male
55265,61.88,60.57,Male
55266,61.88,60,Male
55267,61.88,59,Male
55268,61.88,59,Male
55269,61.88,58.73,Male
55270,61.88,58.55,Male
55271,61.88,58.55,Male
55272,61.88,57.6,Male
55273,61.88,57.45,Male
55274,61.88,57.45,Male
55275,61.88,57.2,Male
55276,61.88,57.09,Male
55277,61.88,56.8,Female
55278,61.88,56.2,Female
55279,61.88,55.33,Male
55280,61.88,54.77,Male
55281,61.88,54.6,Male
55282,61.88,53.82,Male
55283,61.88,53.6,Male
55284,61.88,52.27,Male
55285,61.88,50,Male
55286,61.88,46.77,Male
55287,61.88,45.87,Male
55288,61.88,45.4,Male
55289,61.87,62,Male
55290,61.87,55.69,Male
55291,61.86,74.27,Female
55292,61.85,80.62,Male
55293,61.85,76,Male
55294,61.85,73.85,Male
55295,61.85,53.23,Male
55296,61.84,55.6,Male
55297,61.83,81.2,Male
55298,61.83,43.38,Male
55299,61.82,88.18,Female
55300,61.82,86.36,Female
55301,61.82,85,Female
55302,61.82,84.4,Male
55303,61.82,84,Male
55304,61.82,83.2,Male
55306,61.82,82.55,Male
55307,61.82,82.36,Male
55308,61.82,81.6,Male
55309,61.82,81.6,Male
55310,61.82,81.45,Male
55311,61.82,80.2,Male
55312,61.82,79.6,Female
55313,61.82,78.55,Male
55314,61.82,78.4,Male
55315,61.82,78.2,Male
55316,61.82,77.27,Male
55317,61.82,77.27,Male
55318,61.82,77.27,Female
55319,61.82,77.09,Male
55320,61.82,77,Male
55321,61.82,76.4,Male
55322,61.82,75.82,Male
55323,61.82,75.82,Male
55324,61.82,75.45,Male
55325,61.82,75.09,Male
55326,61.82,74.36,Female
55327,61.82,74,Male
55328,61.82,73.82,Male
55329,61.82,73.8,Male
55330,61.82,73.45,Male
55331,61.82,73.4,Male
55332,61.82,73.2,Female
55333,61.82,73,Female
55334,61.82,73,Male
55335,61.82,72.4,Male
55336,61.82,72.2,Male
55337,61.82,72,Male
55338,61.82,71.82,Male
55339,61.82,71.6,Male
55340,61.82,71.2,Male
55341,61.82,70.91,Male
55342,61.82,70.8,Male
55343,61.82,70.6,Female
55344,61.82,70.6,Female
55345,61.82,70.4,Male
55346,61.82,70,Male
55347,61.82,69.45,Male
55348,61.82,69.23,Male
55351,61.82,69,Male
55352,61.82,68.4,Male
55353,61.82,68.31,Female
55354,61.82,68,Male
55355,61.82,68,Male
55356,61.82,68,Male
55357,61.82,67.8,Male
55358,61.82,67.6,Male
55359,61.82,67.45,Male
55360,61.82,67.09,Male
55361,61.82,66.91,Male
55362,61.82,66.91,Male
55363,61.82,66.2,Male
55364,61.82,65.8,Male
55365,61.82,65.8,Female
55366,61.82,65.6,Male
55367,61.82,65.45,Male
55368,61.82,65.4,Male
55369,61.82,65.23,Female
55370,61.82,65.09,Male
55371,61.82,64.2,Male
55372,61.82,64,Male
55373,61.82,63.8,Male
55374,61.82,63.45,Male
55375,61.82,63.4,Male
55376,61.82,63,Male
55377,61.82,62.8,Male
55378,61.82,62.18,Male
55379,61.82,61.64,Male
55380,61.82,61.2,Male
55381,61.82,61.09,Male
55382,61.82,60.6,Female
55383,61.82,60.4,Male
55385,61.82,60,Female
55386,61.82,59.2,Female
55387,61.82,58.8,Female
55388,61.82,58.73,Male
55389,61.82,57.82,Female
55390,61.82,57.64,Male
55391,61.82,57.4,Male
55392,61.82,57.27,Male
55393,61.82,56.4,Male
55394,61.82,56.36,Male
55396,61.82,55.4,Male
55397,61.82,55.09,Male
55398,61.82,55,Male
55399,61.82,54,Male
55400,61.82,52,Female
55401,61.82,51.6,Female
55402,61.82,47.82,Male
55403,61.82,40.31,Male
55404,61.81,91.64,Male
55405,61.81,88.2,Male
55406,61.81,76.91,Female
55407,61.81,75.4,Male
55408,61.81,69.2,Male
55409,61.81,56.6,Male
55410,61.81,50.13,Female
55411,61.8,82,Male
55412,61.8,79.85,Male
55413,61.8,71.08,Male
55414,61.8,51.23,Male
55415,61.79,87.64,Male
55416,61.79,79.09,Male
55417,61.79,70,Male
55418,61.79,67.8,Male
55419,61.79,62.15,Male
55420,61.79,58,Male
55421,61.77,68.4,Male
55422,61.76,89.64,Female
55423,61.76,89.45,Male
55424,61.76,87.2,Female
55425,61.76,86.6,Male
55426,61.76,85.6,Female
55427,61.76,85.2,Female
55428,61.76,83.4,Male
55429,61.76,81.4,Male
55430,61.76,81.09,Male
55431,61.76,80.4,Female
55432,61.76,79.4,Female
55433,61.76,79,Male
55434,61.76,79,Female
55435,61.76,77.64,Male
55436,61.76,77.6,Male
55437,61.76,77.4,Male
55438,61.76,77.2,Male
55439,61.76,77.09,Male
55441,61.76,77.09,Male
55442,61.76,77.09,Male
55443,61.76,77,Female
55444,61.76,76.6,Male
55445,61.76,76.18,Female
55446,61.76,76,Male
55447,61.76,76,Male
55448,61.76,76,Male
55449,61.76,75.8,Male
55450,61.76,75.4,Male
55451,61.76,74.91,Male
55452,61.76,74.6,Male
55453,61.76,74.4,Male
55454,61.76,74.18,Male
55455,61.76,73.82,Male
55456,61.76,73.8,Male
55457,61.76,73.6,Male
55458,61.76,73.6,Male
55459,61.76,72.77,Female
55460,61.76,72,Male
55461,61.76,71.8,Male
55462,61.76,71.27,Female
55463,61.76,71,Female
55464,61.76,70.91,Male
55465,61.76,70.73,Male
55466,61.76,70.55,Male
55467,61.76,70.4,Male
55468,61.76,70.4,Male
55469,61.76,70.36,Male
